Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.1781033182144165,0.0002527264143571074,0.01589737130336671,999.0,0.0,0.0,43272.0,0.0,0.0,0.0,0.0,0.0,0.0,30,30,0.003941268920898438,1.0835339129789647e-05,0.003291707631274328,905.0,0.0,0.0,0.08223931074142456,9.870267419166225e-05,0.00993492195196632,20000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.22176918506622315,0.00020400834826293703,0.014283149101754032,999.0,0.0,0.0,56999.17,47386.421100000014,217.68422336035292,0.0,0.0,0.0,0.0,30,30,0.006135528087615967,2.1125219269441683e-05,0.004596217931021296,1620.62,457835.0956000001,676.6351273766387,0.09428161144256592,8.260097549921285e-05,0.009088507880791701,24040.0,158400.0,397.994974842648
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.3231709146499634,0.00030092864292762444,0.017347294974364862,999.0,0.0,0.0,86204.66,280557.4844000001,529.6767735138101,0.0,0.0,0.0,0.0,30,30,0.008389163017272949,2.3494414254514595e-05,0.004847103697520262,2381.8,881287.28,938.7690237752842,0.1122392749786377,9.827503970714136e-05,0.009913376806474238,30090.0,801900.0,895.488693395958
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.7178856205940246,0.0009478110986611399,0.030786540868716315,999.0,0.0,0.0,194679.96,5544974.798400001,2354.777016704554,0.0,0.0,0.0,0.0,30,30,0.011504020690917969,4.8535995784413906e-05,0.006966778005966166,3004.7,1518264.83,1232.1788952907773,0.15516815662384034,0.00022641185871314067,0.015046988360238094,42550.0,2847500.0,1687.4537030686206
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.3803128790855408,0.0035029640123082745,0.059185843005809036,170.19,764.3139,27.6462275907582,106254.96,212101110.9784,14563.691529910951,105940.0,212416400.0,14574.511998691414,1.0,30,30,0.01193948745727539,9.117124853187309e-05,0.00954836365729087,3043.42,3708600.7436,1925.7727653074753,0.2171397638320923,0.00038146469639102626,0.019531121227185762,60840.0,16094400.0,4011.782646156195
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5247545742988586,0.009538699356262776,0.09766626519050872,84.08,214.3736,14.641502655123894,154069.94,769088708.7964002,27732.448662107,153600.0,766040000.0,27677.42762613607,1.0,30,30,0.007274413108825683,5.3583869319595576e-05,0.00732010036267233,2359.06,4232238.996400001,2057.2406267619745,0.3828921627998352,0.0038214893286063396,0.06181819577281708,112360.0,275110400.0,16586.452303009224
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5407253623008728,0.012189289924150868,0.11040511729150451,81.07,178.90509999999998,13.37554111054951,150127.58,783710292.6036,27994.826175627524,149640.0,783030400.0,27982.68035767839,1.0,30,30,0.009033949375152587,5.730180897859895e-05,0.007569795834670771,2601.46,3775361.748399999,1943.0290137823467,0.3991757917404175,0.005941309105158759,0.07707988781231301,111290.0,396025900.0,19900.39949347751
Model-free Dijkstra,True,False,0.002573530673980713,1.3170559739199917e-05,0.0036291265807629138,282.0,0.0,0.0,3665.0,0.0,0.0,955.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.01917766809463501,2.3826576512482236e-05,0.0048812474340564046,25.0,0.0,0.0,27660.0,0.0,0.0,24950.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.02419421195983887,5.475482050005666e-05,0.007399650025511792,35.0,0.0,0.0,37640.0,0.0,0.0,34930.0,0.0,0.0,1.0,30,30,,,,,,,,,,,,
