Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.18328840494155885,0.00023564077507364238,0.0153505952677296,536.0,0.0,0.0,47034.0,0.0,0.0,47000.0,0.0,0.0,1.0,39,39,0.00909787893295288,8.792497858229353e-06,0.0029652146394872248,2256.0,0.0,0.0,0.18296661376953124,0.00022666731723234082,0.015055474659815306,47000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.2197248601913452,0.00047330278261827047,0.02175552303711107,575.99,4889.4299,69.9244585248967,58626.62,12624391.4156,3553.0819601579697,58153.06122448979,2884735.526863807,1698.4509197688953,0.98,39,39,0.02702767848968506,6.750990993452888e-05,0.008216441439852711,7507.72,1583711.6816000002,1258.4560705880838,0.21769027709960936,0.0003481412337748679,0.018658543184688025,58080.0,3133600.0,1770.1977290687048
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",False,True,0.35499354600906374,0.0034102921201069588,0.05839770646272813,760.86,26951.1804,164.16814672767674,93420.08,173463125.03359997,13170.540043354333,90000.0,127670588.23529412,11299.141039711563,0.85,17,39,0.035192832946777344,9.895390679084811e-05,0.009947557830485235,9006.26,3046854.8523999993,1745.5242342631623,0.34191894811742446,0.002929954917441156,0.05412905797666495,89752.94117647059,128844844.29065743,11350.984287305548
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",False,True,0.7549715423583985,0.016493713777188897,0.1284278543665232,912.21,29472.245899999998,171.67482605204526,205165.76,994632968.7423999,31537.802218011322,162370.37037037036,1171640603.5665295,34229.23609382087,0.27,19,41,0.03606252431869507,0.00013898224882574937,0.01178907328104077,10115.32,5516160.8976,2348.6508675407676,0.5987961733782733,0.018693152151820987,0.1367229028064464,162370.37037037036,1171640603.5665295,34229.23609382087
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",False,True,0.9937732172012329,0.06156759199119616,0.2481281765362333,436.78,14942.351600000004,122.23891197159767,276013.44,4254281444.3264008,65224.85296515739,275690.0,4252593900.0,65211.915322278335,1.0,2,39,0.031237566471099855,0.0002876969338664992,0.016961631226580162,8551.34,19110591.764399998,4371.5662827412325,0.9931434869766236,0.06133428704346728,0.2476576004153058,275650.0,4248067500.0,65177.20076836685
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",False,True,0.6354104065895081,0.0052702239857468315,0.0725963083479238,87.58,51.10360000000001,7.148678199499542,175682.14,155455530.34039998,12468.18071493993,175190.0,156253900.0,12500.155999026572,1.0,2,39,0.010311110019683838,8.105185011147001e-05,0.00900288010091604,3025.48,6120489.009600001,2473.962208603842,0.6293898439407348,0.0052755560743346685,0.07263302330438041,174070.0,156365100.0,12504.603152439504
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",False,True,0.6519408559799195,0.00461089876682538,0.06790359907122287,88.14,43.0804,6.56356610387981,175936.5,94719995.47,9732.419815749832,175430.0,95085100.0,9751.158905484004,1.0,2,39,0.012939538955688477,0.00022949318305622905,0.01514903241320148,3433.76,15080857.5424,3883.4079804213206,0.6457952880859374,0.004615843150481987,0.06793999669180141,174430.0,99405100.0,9970.21062967077
Model-free Dijkstra,True,False,0.004032831192016601,3.372701304633665e-05,0.005807496280354956,400.0,0.0,0.0,5782.0,0.0,0.0,1518.0,0.0,0.0,1.0,39,39,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.02923588514328003,7.070095870937507e-05,0.008408386213143106,26.0,0.0,0.0,43784.0,0.0,0.0,39520.0,0.0,0.0,1.0,39,39,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.042292892932891846,9.805999300326107e-05,0.009902524577261148,39.0,0.0,0.0,63544.0,0.0,0.0,59280.0,0.0,0.0,1.0,39,39,,,,,,,,,,,,
