Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go,Convergence rate Optimal Initial Cost2Go
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0)",True,0.9828433513641357,0.002714795487029278,0.05210369936030721,2999.0,0.0,0.0,265848.2,5835.160000000001,76.3882189869616,0.0,0.0,0.0,0.0,64,64,0.011120057106018067,7.569383290615406e-06,0.0027512512227376483,2767.3,105782.00999999998,325.24146414625545,0.4020836591720581,0.0004394160560474347,0.020962253124305,108700.0,410000.0,640.3124237432849,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0)",True,0.8856859922409057,0.0011352128108120495,0.03369291929785915,2999.0,0.0,0.0,245786.6,1868446.2399999998,1366.9112041387325,0.0,0.0,0.0,0.0,64,68,0.009631872177124023,7.484783941436035e-06,0.0027358333175535447,2772.7,397612.01,630.5648340971767,0.27985367774963377,0.00025388443993051623,0.01593375159623484,77400.0,240000.0,489.89794855663564,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0)",True,0.873686671257019,0.0012852178556869375,0.03584993522570072,2999.0,0.0,0.0,237129.5,3890565.65,1972.4516850863547,0.0,0.0,0.0,0.0,64,72,0.009568548202514649,6.8067247320868775e-06,0.0026089700519720187,2621.4,420611.84,648.5459428598717,0.21567056179046631,0.00018643628749771325,0.013654167404046035,60300.0,210000.0,458.257569495584,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0)",True,0.8515450477600097,0.0013006695902936373,0.03606479710595413,2999.0,0.0,0.0,234838.1,2342661.4899999998,1530.5755420755945,0.0,0.0,0.0,0.0,64,68,0.008837509155273437,2.465889767790941e-06,0.0015703151810356228,2391.3,34587.61,185.9774448689948,0.19889039993286134,0.00015247722289814193,0.012348166782892994,55300.0,8610000.0,2934.280150224242,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.25)",True,1.3329758167266845,0.0026390693911230298,0.05137187354110252,2999.0,0.0,0.0,348519.6,304093.24000000005,551.4464978581332,0.0,0.0,0.0,0.0,64,64,0.013008594512939453,5.20093630257179e-05,0.007211751730732132,3425.1,3094632.6900000004,1759.1568122256754,0.4542778253555298,0.0009588957235570206,0.03096604145765197,120000.0,1800000.0,1341.640786499874,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.25)",True,1.2405271053314209,0.0016064692497570834,0.04008078404618706,2999.0,0.0,0.0,327708.8,205081.56,452.859315902853,0.0,0.0,0.0,0.0,64,66,0.009704232215881348,1.7529553954886978e-05,0.0041868310158026415,2622.8,1631307.1599999997,1277.2263542536223,0.3294003963470459,0.00021335841973041167,0.014606793615657464,87900.0,490000.0,700.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.25)",True,1.1780637502670288,0.0011515838604083228,0.03393499462808743,2999.0,0.0,0.0,317543.5,175138.25,418.49522100019254,0.0,0.0,0.0,0.0,64,64,0.007806587219238281,2.367989371578005e-05,0.004866199103589993,2371.5,1659316.85,1288.1447317751217,0.26589906215667725,6.513345772702905e-05,0.008070530201110027,69700.0,810000.0,900.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.25)",True,1.2223360538482666,0.000917229976789713,0.030285804872740515,2999.0,0.0,0.0,314945.7,287697.61,536.3745053598278,0.0,0.0,0.0,0.0,64,64,0.009207820892333985,3.21791257329096e-05,0.005672664782349615,2611.5,2564091.85,1601.2781925699232,0.2414144515991211,0.0001682924123565499,0.012972756544256501,63500.0,1650000.0,1284.523257866513,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.5)",True,1.9471965312957764,0.0025872276207201143,0.05086479746072046,2999.0,0.0,0.0,523825.0,1948484.2,1395.8811553996995,0.0,0.0,0.0,0.0,64,64,0.014070367813110352,7.434497120129891e-05,0.008622352996792634,3613.7,4464092.8100000005,2112.8399868423544,0.5184970140457154,0.0012199429336925505,0.03492768148177818,139700.0,2610000.0,1615.5494421403512,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",True,1.8844554662704467,0.008246877587640141,0.09081232068194349,2999.0,0.0,0.0,506584.2,2347522.3600000003,1532.1626414973055,0.0,0.0,0.0,0.0,64,64,0.015101480484008788,8.264582673746189e-05,0.009090975015775915,4333.2,5911135.16,2431.282616233662,0.38756484985351564,0.0005229182191192194,0.022867405168038184,105600.0,1840000.0,1356.4659966250535,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.5)",True,1.8270994663238525,0.0032872953598621275,0.057334940131320684,2999.0,0.0,0.0,499012.3,1972397.61,1404.4207382405032,0.0,0.0,0.0,0.0,64,64,0.013059091567993165,7.153093210717998e-05,0.008457596118707725,3944.3,7200443.01,2683.364121769537,0.3052192211151123,0.000653724421019888,0.025568035141948,85400.0,640000.0,800.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.5)",True,1.869868803024292,0.001320521924376408,0.03633898628713256,2999.0,0.0,0.0,497225.5,1463001.45,1209.5459685353012,0.0,0.0,0.0,0.0,64,65,0.014286994934082031,3.537327366984755e-05,0.005947543498777252,3529.3,3173625.61,1781.4672632411744,0.2914734363555908,0.0002997081984835859,0.017312082442143866,79700.0,1210000.0,1100.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.75)",True,1.7546252012252808,0.05587805597916997,0.236385397136054,1181.8,33791.96,183.82589589064975,481364.7,4076491294.410001,63847.406324846124,481200.0,4080560000.0,63879.26111031655,1.0,64,66,0.026335811614990233,0.00011147862901680128,0.010558344047093809,7884.4,13470898.439999998,3670.272256931357,0.6510342836380005,0.0006802997340179218,0.026082556125079495,180700.0,9410000.0,3067.5723300355935,1.0
