Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Shortest Path,Longest Path
"Stochastic-problem Q-learning (converging, no discounting, no stochastic approximation)",True,True,0.3536906313896179,0.0005628176147666351,0.023723777413528293,999.0,0.0,0.0,79440.69,2766045.0539000006,1663.1431248993576,34,7756
