Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = decaying",True,False,0.002396988868713379,2.280234995794217e-05,0.004775180620452191,43.32,31.4576,5.6087075159968895,1014.26,168.93239999999997,12.997399739947985,1000.0,0.0,0.0,1.0,5,5,0.0,0.0,0.0,24.12,272.38560000000007,16.504108579381075,0.0070499672609217025,3.426238983957336e-05,0.005853408395078321,1000.0,0.0,0.0
