Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = decaying",False,True,0.5405345273017883,0.0033354169274055663,0.05775306855402201,525.99,28076.389900000002,167.56010831937297,216659.54,351799914.5484,18756.329986124685,216600.0,353360000.0,18797.87222001469,1.0,2,39,0.006919288635253906,7.982954894373506e-05,0.00893473832542034,2883.46,6372331.7484,2524.3477867362094,0.5399681425094605,0.0033015126853097403,0.05745879119255591,216600.0,353360000.0,18797.87222001469
