Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = decaying",True,False,1.2538175082206726,0.0102860338954091,0.10142008625222668,967.34,24111.9444,155.2802125191745,516531.18,1257235946.0076,35457.523122852224,346250.0,683187500.0,26137.85568863674,0.04,91,91,0.12032850980758666,0.0057215967574238405,0.07564123714895098,50505.46,1026905942.4684,32045.373183478452,0.639611496925354,0.002369528369166369,0.04867780160572547,266970.0,170209100.0,13046.420965153624
