Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = decaying",True,False,0.2974171233177185,0.009992430176629404,0.09996214371765645,176.82,52006.8076,228.05001118175812,104886.29,632839658.3859,25156.304545499126,98623.6559139785,167783096.31171235,12953.11145291788,0.93,28,28,0.005326690673828125,4.99913525278771e-05,0.007070456316807077,1847.1,2748465.23,1657.8495800282967,0.22293065309524537,0.002727128422957611,0.052221915159802505,78710.0,42525900.0,6521.188541976071
