Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = decaying",True,False,0.516406397819519,0.004567908027041972,0.06758630058704183,919.96,63213.31840000001,251.42258927948382,203714.64,559875426.5904,23661.686892324477,131777.77777777778,117061728.39506172,10819.5068462043,0.09,32,32,0.004621152877807617,5.5884170774879734e-05,0.007475571601883012,2066.6,4102736.8799999994,2025.521384730361,0.2665689444541931,0.0017798555692453363,0.04218833451613534,107550.0,178067500.0,13344.193493800965
