Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.15039071083068847,0.00016139887565091158,0.01270428571982351,999.0,0.0,0.0,37740.0,0.0,0.0,0.0,0.0,0.0,0.0,29,29
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.1",True,False,0.16053302764892577,0.00013671620398199595,0.011692570460852307,999.0,0.0,0.0,41347.0,45741.56,213.8727659146905,0.0,0.0,0.0,0.0,29,29
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.28597339391708376,0.0005145718505200136,0.022684176214269134,999.0,0.0,0.0,75470.88,315717.4656,561.8874136337279,0.0,0.0,0.0,0.0,29,29
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,1.4878939127922057,0.008864936433568456,0.09415379139242591,999.0,0.0,0.0,394031.02,10911726.3596,3303.2902324197917,0.0,0.0,0.0,0.0,29,29
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.7781622767448426,0.002949414257316647,0.05430850998984089,999.0,0.0,0.0,492096.7,1272175.3900000001,1127.9075272379382,0.0,0.0,0.0,0.0,29,29
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",False,True,1.8154569792747497,0.00521082927334698,0.07218607395714896,999.0,0.0,0.0,491585.56,813114.0464,901.7283661946096,0.0,0.0,0.0,0.0,29,31
Model-free Dijkstra,True,False,0.00279475212097168,9.522460651623986e-07,0.000975830961366977,165.0,0.0,0.0,3856.0,0.0,0.0,579.0,0.0,0.0,1.0,29,29
