Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.19281453847885133,0.0006010684595540794,0.024516697566231864,999.0,0.0,0.0,43093.0,0.0,0.0,0.0,0.0,0.0,0.0,30,30
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.1",True,False,0.2095104908943176,0.0008386424564658851,0.028959324171428536,999.0,0.0,0.0,47804.03,15661.049099999998,125.14411332539777,0.0,0.0,0.0,0.0,30,30
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.3573930764198303,0.0017670048836320063,0.042035757203029024,999.0,0.0,0.0,85422.59,289851.74189999996,538.3788089254627,0.0,0.0,0.0,0.0,30,30
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.4440412354469299,0.004712308964128915,0.06864625965141083,271.6,1099.0000000000002,33.15116890850155,113569.95,172317893.92750004,13126.991046218476,113350.0,172527500.0,13134.97240195045,1.0,30,30
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.4088004326820374,0.057222320678859316,0.23921187403400215,749.81,13282.8939,115.25143773506689,367317.04,3209420982.1384,56651.7518011438,360631.5789473684,2554864265.927978,50545.66515466957,0.95,30,30
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.43116473197937,0.08508060970363081,0.2916858064829875,754.37,18287.713100000004,135.23207127009482,370011.98,4381107577.879601,66189.93562377592,357912.0879120879,3233003260.4757876,56859.50457466005,0.91,30,30
Model-free Dijkstra,True,False,0.0027894163131713867,1.4947872513425865e-05,0.0038662478598023,282.0,0.0,0.0,3665.0,0.0,0.0,955.0,0.0,0.0,1.0,30,30
