Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.20244940042495727,0.0006868361452462236,0.02620755893337309,999.0,0.0,0.0,47606.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.1",True,False,0.22440521240234376,0.0004082707397786635,0.020205710573465697,999.0,0.0,0.0,52206.87,24642.393099999998,156.97895750704933,0.0,0.0,0.0,0.0,32,32
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.35465518951416014,0.0011986690484887732,0.034621800191335705,999.0,0.0,0.0,87833.35,494965.0675,703.5375380887647,0.0,0.0,0.0,0.0,32,32
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,1.1675569558143615,0.06387451522195159,0.25273408005639364,818.9,32384.89,179.95802288311572,310290.88,4383110243.2456,66205.06206662448,282957.74647887325,3626463003.3723474,60220.12125006348,0.71,32,32
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.0511712002754212,0.09732290291407625,0.311966188735376,611.87,30105.493099999992,173.5093458577952,295672.07,7047021641.185101,83946.54037651046,283404.25531914894,5099049343.594387,71407.62804907041,0.94,32,32
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.0465372228622436,0.09428050093927096,0.307051300175184,613.66,31012.344399999998,176.10322086776267,296835.15,7304229021.327498,85464.78234528827,282580.6451612903,5051942421.089143,71077.01753090898,0.93,32,32
Model-free Dijkstra,True,False,0.0029874062538146973,1.0809845547436227e-05,0.003287832956133299,292.0,0.0,0.0,3986.0,0.0,0.0,1019.0,0.0,0.0,1.0,32,32
