Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go,Convergence rate Optimal Initial Cost2Go
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0)",True,1.563923716545105,0.0020771044257941185,0.04557526111602783,2999.0,0.0,0.0,265866.5,1332.25,36.5,0.0,0.0,0.0,0.0,64,66,0.015735864639282227,9.100540921735956e-06,0.0030167102813720703,2969.5,141000.25,375.5,0.6201949119567871,9.675076944404282e-05,0.009836196899414062,109000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0)",True,1.424643874168396,0.0006094799548606034,0.024687647819519043,2999.0,0.0,0.0,247239.5,1696506.25,1302.5,0.0,0.0,0.0,0.0,64,66,0.016530990600585938,3.06455354461832e-05,0.00553584098815918,2207.0,17161.0,131.0,0.4504356384277344,0.0018856550216241885,0.043424129486083984,78000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0)",True,1.2438486814498901,0.001547684010020589,0.03934061527252197,2999.0,0.0,0.0,240845.5,5046762.25,2246.5,0.0,0.0,0.0,0.0,66,2595,0.014985442161560059,1.4642094484429435e-05,0.0038264989852905273,2816.5,485112.25,696.5,0.30218183994293213,0.00023429905708383103,0.015306830406188965,59500.0,250000.0,500.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0)",True,1.1702182292938232,0.0001673369097829891,0.012935876846313477,2999.0,0.0,0.0,235452.5,75900.25,275.5,0.0,0.0,0.0,0.0,66,66,0.013667106628417969,8.781173676197795e-06,0.0029633045196533203,2356.0,22500.0,150.0,0.279449462890625,2.6354019269092532e-06,0.001623392105102539,55000.0,1000000.0,1000.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.25)",True,1.7154923677444458,2.800069424324647e-06,0.0016733407974243164,2999.0,0.0,0.0,349072.5,71022.25,266.5,0.0,0.0,0.0,0.0,64,64,0.014114975929260254,4.9738331441062655e-05,0.0070525407791137695,3026.5,1616712.25,1271.5,0.5921981334686279,1.4756355085410178e-05,0.003841400146484375,120500.0,250000.0,500.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.25)",True,1.6337088346481323,0.000904144374217708,0.03006899356842041,2999.0,0.0,0.0,328557.0,5041.0,71.0,0.0,0.0,0.0,0.0,64,64,0.016574621200561523,2.0526954870092595e-05,0.004530668258666992,3398.0,498436.0,706.0,0.43104076385498047,0.0008612430576704355,0.029346942901611328,87000.0,0.0,0.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.25)",True,1.5668765306472778,3.445392054857166e-05,0.005869746208190918,2999.0,0.0,0.0,317070.5,709806.25,842.5,0.0,0.0,0.0,0.0,64,64,0.0075026750564575195,2.512766883455697e-07,0.0005012750625610352,1483.5,6642.25,81.5,0.34713590145111084,0.00010997633866338674,0.010486960411071777,69500.0,250000.0,500.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.25)",True,1.566148281097412,0.0001911619211227844,0.013826131820678711,2999.0,0.0,0.0,314753.0,3844.0,62.0,0.0,0.0,0.0,0.0,64,64,0.021190404891967773,6.517095698654884e-07,0.0008072853088378906,4888.0,44521.0,211.0,0.29843294620513916,1.1040471704859556e-05,0.0033227205276489258,63500.0,250000.0,500.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.5)",True,2.541155695915222,0.0009584603078707232,0.030959010124206543,2999.0,0.0,0.0,524181.5,241572.25,491.5,0.0,0.0,0.0,0.0,64,64,0.02292323112487793,1.3833414413966238e-07,0.0003719329833984375,5571.0,36.0,6.0,0.6720772981643677,3.411955518117793e-06,0.0018471479415893555,140500.0,2250000.0,1500.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",True,2.4533945322036743,0.00020189997975705865,0.014209151268005371,2999.0,0.0,0.0,509238.0,683929.0,827.0,0.0,0.0,0.0,0.0,64,66,0.02515709400177002,0.00036857466353978907,0.019198298454284668,5130.0,14212900.0,3770.0,0.4834030866622925,0.0001325298348007209,0.011512160301208496,104000.0,0.0,0.0,1.0
