Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence action,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go,Convergence rate Optimal Initial Cost2Go
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0)",False,4.844107985496521,0.0459294850790485,0.21431165409059888,2999.0,0.0,0.0,935824.7,29822.409999999996,172.6916616400456,0.0,0.0,0.0,0.0,1700,100002,0.017147040367126463,0.00010208707389494976,0.010103814818916158,3462.7,1024912.6100000001,1012.3796768011496,,,,,,,0.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0)",True,3.057783532142639,0.005502384566648857,0.07417805987385258,2999.0,0.0,0.0,569580.1,4422.889999999999,66.50481185598527,0.0,0.0,0.0,0.0,64,7693,0.020228314399719238,9.807559391731503e-05,0.009903312270009212,3919.0,1216409.0,1102.9093344423195,2.905853199958801,0.004301480925517466,0.0655856762221559,541000.0,5000000.0,2236.06797749979,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.25)",False,5.159270596504212,0.03310899279216585,0.18195876673621925,2999.0,0.0,0.0,978185.2,147935.56000000003,384.623920212979,0.0,0.0,0.0,0.0,64,100002,0.02495558261871338,0.0002785905442357262,0.016691031850539564,3895.0,7815564.6,2795.63313043754,,,,,,,0.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.25)",True,3.3376809120178224,0.03866797801887515,0.19664175044703794,2999.0,0.0,0.0,633217.0,175416.2,418.82717199341306,0.0,0.0,0.0,0.0,64,64,0.032276034355163574,0.0002595600505543416,0.01611086746746871,6223.2,8520284.16,2918.9525792653776,3.0275436878204345,0.0402812092766021,0.20070179191178664,577700.0,11010000.0,3318.1320046074115,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.5)",True,5.521547389030457,0.029412371203705445,0.17150035336320868,2999.0,0.0,0.0,1084890.5,854742.25,924.522714702024,0.0,0.0,0.0,0.0,64,9534,0.04884247779846192,0.0004290951447705993,0.020714611866279303,10647.5,20401506.65,4516.802702133446,,,,,,,0.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.5)",True,3.9785045623779296,0.011907296129245423,0.10912055777554211,2999.0,0.0,0.0,775469.9,2845785.8899999997,1686.9457282319427,0.0,0.0,0.0,0.0,64,64,0.03889496326446533,0.00039816124042374673,0.01995397806011991,8125.9,16300425.49,4037.378541826367,3.2676634073257445,0.006575265423464885,0.08108801035581577,637400.0,9240000.0,3039.736830714133,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.75)",True,7.582748317718506,0.07673019114183945,0.2770021500671781,2999.0,0.0,0.0,1503884.1,11927810.29,3453.6662099861355,0.0,0.0,0.0,0.0,64,64,0.04021244049072266,0.0006417261715432686,0.02533231476875472,8378.6,33960810.839999996,5827.5904832100205,7.544306675593059,0.05088529253218136,0.22557768624618296,1486222.2222222222,104617283.95061728,10228.259086991162,0.9
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.75)",True,6.371900510787964,0.06698954041324667,0.2588233768677912,2999.0,0.0,0.0,1273511.1,21755672.29,4664.297620221077,0.0,0.0,0.0,0.0,64,66,0.04818270206451416,0.0004950467039117256,0.02224964502889261,9589.8,21091523.36,4592.550855461483,3.8697386026382445,0.04330826130712297,0.20810637017430045,769600.0,91040000.0,9541.48835350125,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.9)",True,9.923319268226624,0.0802707060962581,0.2833208536205164,1863.2,1313.76,36.24582734605461,2018265.7,553822518.01,23533.434046267026,2017800.0,562160000.0,23709.913538433666,1.0,64,64,0.07913258075714111,0.004208361860485752,0.06487188806012781,17288.9,159843747.29,12642.932701315782,8.834218072891236,0.07595234680650038,0.27559453333928885,1801800.0,509760000.0,22577.865266672135,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,5.1477723836898805,0.04976604305375133,0.22308304071298501,943.7,487.2099999999999,22.07283398206945,1064219.3,202292357.61,14222.951789625105,1063700.0,202010000.0,14213.022197970424,1.0,64,66,0.07358374595642089,0.0030372817409352144,0.05511153909060438,15069.9,112812753.08999999,10621.334807358253,4.547368121147156,0.030682583562111742,0.1751644471978025,941200.0,134560000.0,11600.0,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 1)",True,40.14019775390625,2.947812542989527,1.7169194922853916,2999.0,0.0,0.0,8714276.2,397398225.76000005,19934.84952940453,0.0,0.0,0.0,0.0,64,64,0.15741380055745444,0.014543728892489421,0.12059738343964774,29183.3,641753051.21,25332.84530426853,33.02657337188721,5.701360998576465,2.387752290036901,7177300.0,183995410000.0,428946.8615108403,1.0
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 1)",True,24.004739546775816,13.532598080774704,3.6786679764249866,1865.1,77628.09,278.6181795935075,5416133.2,654758988267.1599,809171.7915666363,5415700.0,654585010000.0,809064.2805117527,1.0,64,65,0.16956591606140137,0.06181207392647821,0.2486203409346834,36403.3,2592004162.61,50911.7291261061,16.121487951278688,1.4794125232345574,1.216311030630964,3646700.0,76409410000.0,276422.52079018456,1.0
"Stochastic-problem (0.99 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0)",False,4.631649351119995,0.011658553832367033,0.10797478331706452,2999.0,0.0,0.0,947139.4,100042.44000000002,316.2948624306124,0.0,0.0,0.0,0.0,840,100002,0.010210275650024414,1.2867149257544952e-05,0.003587080882492748,2021.3,792763.8099999998,890.3728488672596,,,,,,,0.0
