Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.33382534742355346,6.073468546782124e-06,0.002464440818275441,999.0,0.0,0.0,101214.0,0.0,0.0,0.0,0.0,0.0,0.0,64,64,0.0068032598495483395,5.37236949412545e-08,0.00023178372449603638,2015.0,0.0,0.0,0.17198610305786133,2.6670791851302055e-06,0.001633119464439208,52000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.4408785891532898,9.258873844891013e-06,0.003042839766548842,999.0,0.0,0.0,133171.46,164102.3484,405.0954805968588,0.0,0.0,0.0,0.0,64,64,0.010100173950195312,3.3808704266675704e-05,0.005814525283002535,3050.02,3053515.4795999997,1747.4311086849746,0.20425642490386964,1.6791080194502686e-05,0.004097692057061229,61830.0,1441100.0,1200.4582458378134
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.6439410471916198,2.052744771673929e-05,0.004530722648401609,999.0,0.0,0.0,200028.66,992748.7244,996.3677656367653,0.0,0.0,0.0,0.0,64,64,0.01679490566253662,4.981814072018552e-05,0.0070581967045546075,5222.42,4771500.823600001,2184.376529721925,0.2517229509353638,4.4000008914713374e-05,0.00663325025268257,78540.0,3808400.0,1951.5122341404883
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,1.0872635293006896,0.0440558286228939,0.20989480370627067,787.07,31418.3251,177.25215118581775,348322.64,4405543573.9304,66374.26891447016,323092.1052631579,3182741516.6204987,56415.79137635577,0.76,64,64,0.023099918365478516,9.929745551139603e-05,0.00996481086179743,7449.8,10279844.24,3206.2196181796407,0.3501905941963196,0.0001668918732624377,0.012918663756845663,112990.0,11629900.0,3410.263919405652
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.6188905167579651,0.003127950289236259,0.05592808140135203,138.98,288.5596,16.987042120392825,205682.05,341816834.0475001,18488.289105471606,205270.0,341537100.0,18480.722388478218,1.0,64,64,0.03724409818649292,0.0003752789217438192,0.019372117120847146,12384.02,40941337.63960001,6398.541836981299,0.4858290386199951,0.0005690310324847359,0.023854371349602485,161590.0,58321900.0,7636.877634216748
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,1.8835567259788513,0.4542216555597218,0.673959683927549,225.46,6489.088400000001,80.554878188723,657763.21,55373454271.88591,235315.64816621505,657240.0,55360062400.0,235287.1913215847,1.0,64,64,0.0859656834602356,0.008311723519263176,0.09116865425826563,30118.42,1031283838.5836,32113.608308372946,1.2836096620559692,0.14448436496899605,0.38011099032913537,448790.0,17903365900.0,133803.45997021152
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,2.020012581348419,0.24958957884930486,0.4995894102653747,234.26,3349.4924000000005,57.87479935170403,685022.72,28788118999.001606,169670.61913897056,684550.0,28773587500.0,169627.79106030945,1.0,64,64,0.053911182880401615,0.0032418778184761495,0.05693749044764925,18366.34,380237000.4844,19499.66667623834,1.34250563621521,0.07673756378546286,0.27701545766520475,455760.0,9003862400.0,94888.68425687017
Model-free Dijkstra,True,False,0.0024792981147766114,4.149376323482557e-07,0.0006441565278317497,331.0,0.0,0.0,4423.0,0.0,0.0,1157.0,0.0,0.0,1.0,64,64,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.04920311450958252,1.850857340514267e-07,0.0004302159156184563,56.0,0.0,0.0,69570.0,0.0,0.0,66304.0,0.0,0.0,1.0,64,64,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.055846078395843504,4.938973805280966e-07,0.0007027783295805987,67.0,0.0,0.0,82594.0,0.0,0.0,79328.0,0.0,0.0,1.0,64,64,,,,,,,,,,,,
