Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.3938360023498535,9.221107261146244e-06,0.0030366276131831254,999.0,0.0,0.0,126594.0,0.0,0.0,0.0,0.0,0.0,0.0,91,91,0.013601777553558349,1.2178629157233444e-08,0.00011035682650943458,4334.0,0.0,0.0,0.17772953748703002,1.8035027384200931e-06,0.0013429455455900262,57000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.5203928852081299,1.6399751890412514e-05,0.004049660712999611,999.0,0.0,0.0,164876.62,196552.69559999998,443.3426390502046,0.0,0.0,0.0,0.0,91,91,0.013068146705627441,5.406070611750239e-05,0.007352598596244894,4140.64,5474340.4704,2339.73085426508,0.2097201681137085,1.2599596519771693e-05,0.0035495910355661667,66620.0,1035600.0,1017.6443386566841
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.7497026348114013,2.85100788472846e-05,0.005339483013109472,999.0,0.0,0.0,242867.34,894413.0444,945.7341298694893,0.0,0.0,0.0,0.0,91,91,0.017713587284088134,9.747798608606786e-05,0.009873094048274222,5750.22,10235841.431599999,3199.3501577039046,0.2555349254608154,3.012062455891283e-05,0.005488225993790055,83200.0,2840000.0,1685.2299546352717
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,1.452470633983612,0.00013499467243479444,0.011618720774456817,999.0,0.0,0.0,485869.0,8778855.8,2962.9133973169046,0.0,0.0,0.0,0.0,91,91,0.029813072681427,0.00017995954150489414,0.0134148999811737,10033.12,20354913.0656,4511.641947850028,0.34674020528793337,0.00012152286193447138,0.011023740832152731,116750.0,12167500.0,3488.194375317981
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,1.0346835064888,0.08196440229832666,0.28629425823499616,236.99,6191.3299,78.68500428925451,354415.04,9533623332.9984,97640.27515835052,353980.0,9534859600.0,97646.60567577349,1.0,91,91,0.05950983047485352,0.0008309771950290268,0.028826675060246314,20555.3,97852015.71,9892.017777480993,0.49769853591918944,0.0005781972469025276,0.02404573240520088,171190.0,63293900.0,7955.746350908883
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",False,True,5.179249846935273,2.5869046278124355,1.6083857210919386,624.97,37494.649099999995,193.6353508530919,1867336.22,336302214886.7116,579915.6963617312,1795468.085106383,272755483023.9928,522259.97647148184,0.94,90,91,0.31566314935684203,0.07312229393065228,0.27041134208951423,114299.5,9554631927.47,97747.79755815472,4.5907769422141875,2.1164040376736653,1.4547865952343888,1654969.387755102,274478539879.217,523906.99544787244
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,5.265985717773438,1.053975301985056,1.0266329928387534,600.14,13651.840399999997,116.84109037491903,1793988.38,121708492238.0556,348867.44221560087,1793420.0,121888683600.0,349125.5986031388,1.0,91,91,0.17413345098495484,0.03265614658221882,0.1807101175424852,59990.7,3868806630.59,62199.73175657593,5.158344023227691,1.091835326652744,1.0449092432612241,1757340.0,126314084400.0,355406.9279009626
Model-free Dijkstra,True,False,0.0018129920959472656,1.1398824426578355e-10,1.0676527725144704e-05,306.0,0.0,0.0,3006.0,0.0,0.0,867.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.04412601947784424,4.851683341030366e-07,0.0006965402602169071,68.0,0.0,0.0,61435.0,0.0,0.0,59296.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.06276768445968628,4.169992891434049e-08,0.00020420560451256102,103.0,0.0,0.0,91955.0,0.0,0.0,89816.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
