Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.3191811060905457,1.5606428066911347e-05,0.003950497192368493,999.0,0.0,0.0,104562.0,0.0,0.0,0.0,0.0,0.0,0.0,91,91,0.004899067878723145,5.1136810043317385e-09,7.151000632311354e-05,1602.0,0.0,0.0,0.07918796300888062,1.3966469849663097e-06,0.0011817981997643717,26000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.1355986499786377,0.0004938410746136924,0.022222535287713965,219.15,3362.3674999999994,57.985925016334775,43657.48,51016556.769600004,7142.58754021258,43600.0,50920000.0,7135.8251099645095,1.0,91,91,0.00543128490447998,1.0984275000305387e-05,0.003314253309616721,1733.72,1124606.2416,1060.474536045067,0.09582268714904785,9.000915826482014e-06,0.003000152633864153,30940.0,676400.0,822.4354077980836
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.13556621551513673,7.830199818918118e-05,0.008848841629794331,135.79,237.1859,15.400840886133459,44921.74,8466040.612399999,2909.646131817407,44830.0,8481100.0,2912.2328203630973,1.0,91,91,0.007428910732269287,2.1525077545328487e-05,0.004639512640927761,2452.84,2388554.7343999995,1545.4949803865425,0.11748789787292481,1.499696041482821e-05,0.003872590917567748,38980.0,1499600.0,1224.5815611873306
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.17153419733047484,9.052024742601928e-05,0.009514212916790294,88.75,70.2275,8.380184962159248,58706.16,10367089.7344,3219.7965361805086,58490.0,10309900.0,3210.9032996962087,1.0,91,91,0.012564129829406738,4.698248932252225e-05,0.006854377384016892,4289.34,5535174.3244,2352.6951193046666,0.1589758253097534,5.940355199961687e-05,0.0077073699794169,54460.0,6588400.0,2566.7878759258624
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.2291059422492981,0.00021917876383037652,0.014804687225010075,51.84,29.1544,5.399481456584511,79609.06,25368589.476399995,5036.724081821437,79170.0,25061100.0,5006.1062713450265,1.0,91,91,0.023750579357147215,0.00019510014885256054,0.013967825487618341,8292.68,23919365.6176,4890.742849261245,0.21449394941329955,0.0001873645420562923,0.013688116819208269,74610.0,22857900.0,4780.993620577212
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.9992065262794495,0.1316868662271932,0.36288685044679314,122.93,1956.0450999999998,44.22719864517761,365387.0,17454026277.72,132113.68694317786,364890.0,17467997900.0,132166.55363593317,1.0,91,91,0.12301532506942749,0.013476857052263607,0.11608986627722338,45427.76,1824420834.8223996,42713.239573022314,0.9842156147956849,0.13330108306877547,0.36510420850597636,359940.0,17668076400.0,132921.316574882
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.9715386080741882,0.08136879140422122,0.2852521540746384,112.62,1057.2156000000002,32.51485199105172,334139.24,9471235808.862398,97320.27439779647,333640.0,9476070400.0,97345.10978986052,1.0,91,91,0.14174007177352904,0.012975565120901112,0.11391033807737168,49120.84,1519500990.5744,38980.777193052476,0.9630354118347167,0.08007713667517131,0.2829790392859007,331240.0,9319942400.0,96539.84876723186
Model-free Dijkstra,True,False,0.0006872224807739258,7.780179203109582e-11,8.820532411997351e-06,136.0,0.0,0.0,1061.0,0.0,0.0,333.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.017819128036499023,3.713130874075432e-07,0.0006093546483022372,69.0,0.0,0.0,23774.0,0.0,0.0,23046.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.023888626098632813,7.317360686101893e-07,0.0008554157285263051,93.0,0.0,0.0,31790.0,0.0,0.0,31062.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
