Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.12846626996994018,0.00017397235799205077,0.013189858149049624,999.0,0.0,0.0,32129.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.1",True,False,0.151093168258667,0.0002695343564276755,0.016417501528176434,999.0,0.0,0.0,36865.1,38604.67,196.48071152151297,0.0,0.0,0.0,0.0,18,18
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.30221580505371093,0.001479259872908096,0.038461147576588195,999.0,0.0,0.0,71729.12,341472.42559999996,584.356420004093,0.0,0.0,0.0,0.0,18,18
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,1.3451909446716308,0.04813726818895261,0.21940206970070408,857.68,12571.097600000001,112.12090616829674,323997.04,1733645565.5184002,41637.06960772336,312317.0731707317,1378777513.3848898,37131.89347966098,0.82,18,18
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.6807605123519898,0.013395587909837353,0.11573931013202625,375.44,1695.3064000000002,41.17409865437251,172997.81,353558334.6739,18803.146935390894,172750.0,353187500.0,18793.283374652765,1.0,18,18
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.6858057117462159,0.01166106219937378,0.10798639821465378,381.75,1890.2475,43.47697666581705,175891.91,379671764.1018999,19485.16779763264,175650.0,380827500.0,19514.802074322968,1.0,18,18
Model-free Dijkstra,True,False,0.004633922576904297,1.748617062580706e-05,0.004181646879616577,279.0,0.0,0.0,5368.0,0.0,0.0,1074.0,0.0,0.0,1.0,18,18
