Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.14128053903579713,0.00022950237949254988,0.015149335942296279,999.0,0.0,0.0,37478.0,0.0,0.0,0.0,0.0,0.0,0.0,29,29,0.002914607524871826,1.3413477919783645e-05,0.003662441524418328,880.0,0.0,0.0,0.0524376893043518,0.00011492099277449485,0.010720120930964111,14000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.20828241109848022,0.0006765303786691845,0.026010197589968143,999.0,0.0,0.0,49687.6,81518.23999999998,285.5139926518488,0.0,0.0,0.0,0.0,29,29,0.006523330211639405,2.800340008099625e-05,0.005291823889831959,1594.56,372368.08640000003,610.2197033855921,0.06943374633789062,0.0001869634153230436,0.013673456597475401,16250.0,307500.0,554.5268253204708
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.3088775420188904,0.001650505334293592,0.04062641178215955,999.0,0.0,0.0,76078.08,355872.1536000001,596.5502104601088,0.0,0.0,0.0,0.0,29,29,0.009091331958770751,3.225939343189452e-05,0.0056797353311483206,2204.18,563583.2875999999,750.7218443604794,0.08444961547851562,0.00030071981293476705,0.017341274835915813,20770.0,557100.0,746.3913182774837
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.6443323159217834,0.004260418689083162,0.06527188283697018,999.0,0.0,0.0,169576.82,3545355.447599999,1882.9114285063965,0.0,0.0,0.0,0.0,29,29,0.011463732719421386,4.0558284548274056e-05,0.006368538650920952,2848.24,1605557.5424000002,1267.1059712589158,0.11553722143173217,0.0004912871530733072,0.02216499837747134,29850.0,2267500.0,1505.8220346375597
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,1.8025734806060791,0.02270344445740956,0.15067662213299568,967.85,4452.4075,66.72636285607061,502049.92,1086862170.8736,32967.59273701372,466655.1724137931,1858639714.6254458,43111.9439903311,0.29,29,29,0.01196876287460327,8.423685304780404e-05,0.009178063687281976,3270.52,3901054.0496000005,1975.1086171651423,0.15457503318786622,0.0007062831509436819,0.02657598824020815,43350.0,13247500.0,3639.7115270306795
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,2.1904305148124696,0.23862145225527964,0.4884889479356515,332.18,5178.6076,71.96254303455375,657757.7,20436426972.51,142956.03160591022,657310.0,20447513900.0,142994.80375174477,1.0,29,29,0.009728851318359375,0.00010381958865664273,0.010189189793925852,2993.98,7641920.3596,2764.402351250628,0.3618419456481934,0.006894922397200708,0.08303566942706433,109840.0,572094400.0,23918.49493592772
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,2.314999120235443,0.55810811036871,0.7470663359894555,335.6,10880.88,104.31145670538783,662812.28,44922941074.6416,211950.3269038328,662260.0,44927652400.0,211961.4408329968,1.0,29,29,0.011061053276062011,0.00017951690373386103,0.013398391833868012,3198.58,13256615.783599999,3640.9635789993836,0.3504387855529785,0.006640045209441042,0.0814864725549035,101600.0,505960000.0,22493.554632383028
Model-free Dijkstra,True,False,0.002624828815460205,1.028045535242086e-05,0.0032063149178489718,165.0,0.0,0.0,3856.0,0.0,0.0,579.0,0.0,0.0,1.0,29,29,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.01741769313812256,2.8620359095725686e-05,0.005349799911746765,20.0,0.0,0.0,26437.0,0.0,0.0,23160.0,0.0,0.0,1.0,29,29,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.026255908012390135,3.922691714435586e-05,0.006263139559706127,34.0,0.0,0.0,42649.0,0.0,0.0,39372.0,0.0,0.0,1.0,29,29,,,,,,,,,,,,
