Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.13121525287628175,5.7303778317213986e-05,0.007569925912267172,999.0,0.0,0.0,46110.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,0.003819849491119385,7.69675076406884e-07,0.000877311276803669,1325.0,0.0,0.0,0.06229352951049805,3.753505383201628e-05,0.006126585821811058,22000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.1729381012916565,7.110891779058763e-05,0.008432610378203633,999.0,0.0,0.0,60350.67,87964.08109999998,296.5873920111912,0.0,0.0,0.0,0.0,32,32,0.01231698751449585,1.541699946494077e-05,0.003926448709067874,4286.8,1512723.32,1229.928176764806,0.07579471826553345,1.970891766870295e-05,0.004439472679125636,26510.0,289900.0,538.4236250388722
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.2498043131828308,0.00014283294558919694,0.011951273806134513,999.0,0.0,0.0,88874.31,435743.05390000006,660.1083652704305,0.0,0.0,0.0,0.0,32,32,0.015730924606323242,2.08253793960921e-05,0.004563483252526747,5526.82,1855646.4075999998,1362.2211302134465,0.09611218690872192,5.171075808431739e-05,0.007191019266023238,34160.0,1254400.0,1120.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.509741997718811,0.00024989499168270873,0.015808067297513276,999.0,0.0,0.0,186226.72,4889183.641600001,2211.149846030341,0.0,0.0,0.0,0.0,32,32,0.01750730037689209,3.053015031221094e-05,0.005525409515340102,6300.36,3694330.7904,1922.064200384576,0.13446489810943604,0.00010465780755705509,0.010230239858236711,49520.0,7909600.0,2812.401109372559
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,1.1033062958717346,0.07566515044186019,0.27507299111664923,750.84,40954.2544,202.37157507911036,409928.64,10439104759.490402,102171.9372405672,372233.7662337662,7433945353.34795,86220.33027858307,0.77,32,32,0.015639543533325195,8.604269935631236e-05,0.009275920404806865,5783.94,11733857.716400001,3425.4718968924562,0.18805463314056398,0.00029078945169487726,0.017052549712429435,70020.0,34719600.0,5892.3340027530685
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.7084133863449097,0.03569946878911252,0.1889430305386058,142.64,1437.0904,37.908975190579866,278990.57,5492928545.585099,74114.29380075815,278560.0,5502866400.0,74181.30761856385,1.0,32,32,0.007466824054718018,3.810102389781491e-05,0.006172602684266574,2935.4,5654026.879999999,2377.8197744993204,0.3197361207008362,0.004129721641880332,0.06426291031287279,126690.0,642513900.0,25347.857897660702
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.7199846625328064,0.053652969013175345,0.2316311054525608,142.36,1915.7704000000003,43.7695145049611,277054.33,7900622097.8611,88885.44367814732,276550.0,7911607500.0,88947.21749442194,1.0,32,32,0.0069016838073730465,4.31758988180718e-05,0.0065708369952443505,2578.12,6058662.105599999,2461.43496879361,0.32051814794540406,0.003556503385541845,0.059636426666441415,124020.0,458539600.0,21413.537774034445
Model-free Dijkstra,True,False,0.0020740365982055663,4.680962536212973e-07,0.000684175601451336,243.0,0.0,0.0,3663.0,0.0,0.0,846.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.01116901397705078,2.49782797836815e-06,0.0015804518272848906,21.0,0.0,0.0,24447.0,0.0,0.0,21630.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.016140003204345704,1.7267133451696282e-06,0.0013140446511323838,34.0,0.0,0.0,37837.0,0.0,0.0,35020.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
