Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.1462981915473938,0.00023297952497397886,0.015263666825962197,999.0,0.0,0.0,35316.0,0.0,0.0,0.0,0.0,0.0,0.0,22,22,0.006428589820861816,1.7326881721169228e-05,0.004162557113262138,1569.0,0.0,0.0,0.08272611379623412,0.00012178117206810272,0.011035450696192826,20000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.18966038703918456,0.00024857399795323544,0.015766229668288972,999.0,0.0,0.0,48871.76,91831.12239999998,303.03650341171766,0.0,0.0,0.0,0.0,22,22,0.007518298625946045,1.9486142021440855e-05,0.004414311047201008,2128.52,452741.12959999987,672.8604087030235,0.08318767309188843,0.00016330241484740216,0.012778983326047584,21650.0,5527500.0,2351.0635891017496
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.2863663792610168,0.0005499168872226789,0.02345030676180333,999.0,0.0,0.0,74950.4,310657.98000000004,557.3670065585153,0.0,0.0,0.0,0.0,22,22,0.00991919994354248,2.880652195246967e-05,0.005367170758646465,2616.82,792847.2075999998,890.4196806001088,0.09880972146987915,0.00020665303507996102,0.014375431648474456,26250.0,4687500.0,2165.0635094610966
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.5986880111694336,0.0010019059482004652,0.031652897943165725,999.0,0.0,0.0,166072.92,4917434.3736000005,2217.5288890113698,0.0,0.0,0.0,0.0,22,22,0.011825952529907226,4.882674223440517e-05,0.0069876134863345995,3439.0,2161862.0,1470.3271744751235,0.13013023138046265,0.00023263604329869735,0.01525241106509713,36200.0,4560000.0,2135.415650406262
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.979898567199707,0.05705924320260973,0.23887076673927626,576.32,22291.897599999997,149.30471392424286,277656.94,4217968862.8364,64945.89180876955,271597.9381443299,3242034222.5528746,56938.863902899175,0.97,22,22,0.010045578479766845,5.1579395593870455e-05,0.007181879669965966,2960.3,3939763.31,1984.883701882808,0.17182294607162477,0.00034602409182531916,0.018601722818742332,49450.0,12947500.0,3598.2634700644144
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5031413650512695,0.005299393047663125,0.07279693020768888,92.23,161.1971,12.69634199287338,149986.21,390500235.4859,19761.078803696422,148900.0,391790000.0,19793.68586191061,1.0,22,22,0.008209435939788819,6.053674053720783e-05,0.007780536005777997,2345.78,4206725.1115999995,2051.030256139582,0.26567389488220217,0.002276737141002832,0.0477151667816726,79100.0,169690000.0,13026.511428621248
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.4990341830253601,0.007222599468806556,0.08498587805516017,90.48,187.78960000000006,13.703634554380091,144729.37,445020929.01309997,21095.519169081854,143700.0,443810000.0,21066.798522794106,1.0,22,22,0.00722722053527832,6.0618556193185205e-05,0.007785791943867059,2015.46,2667922.5484,1633.3776502695266,0.27289002656936645,0.003253321466890902,0.05703789500753777,79400.0,191140000.0,13825.339055516866
Model-free Dijkstra,True,False,0.003227074146270752,1.4934275848253264e-05,0.003864489079846554,273.0,0.0,0.0,4530.0,0.0,0.0,981.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.020227439403533935,2.254670333110767e-05,0.004748336901601199,21.0,0.0,0.0,30177.0,0.0,0.0,26628.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.026188724040985108,4.340370684810183e-05,0.006588148969786721,30.0,0.0,0.0,41589.0,0.0,0.0,38040.0,0.0,0.0,1.0,22,22,,,,,,,,,,,,
