Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.013939599990844726,2.771293083787895e-06,0.001664720121758578,999.0,0.0,0.0,5094.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,0.0001460886001586914,1.3344718993266725e-07,0.00036530424297107094,43.0,0.0,0.0,0.002858717441558838,5.368298309974762e-07,0.000732686720909746,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.019621660709381105,2.66272082857256e-05,0.005160155839286794,944.48,31066.949599999996,176.25819016431547,6851.68,1593463.6775999998,1262.3247116332627,4000.0,4000000.0,2000.0,0.12,6,6,0.00019017696380615234,1.5418840487200214e-07,0.0003926683140667224,52.22,138.7916,11.78098467871001,0.002927591800689697,7.546146847460023e-07,0.0008686856075393458,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.012215192317962647,5.8313452253577214e-05,0.00763632452516112,373.37,56696.3331,238.1099181050634,4313.93,7099124.3851,2664.418207620568,4163.265306122449,6218242.399000417,2493.6403908744373,0.98,6,6,0.00016789436340332032,1.5581852949253517e-07,0.0003947385584061116,57.8,322.4,17.95550054997075,0.0029842376708984373,4.352368955551356e-07,0.000659724863526558,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.005818510055541992,8.009230632524123e-06,0.002830058415037422,98.7,2653.17,51.50893126439336,2165.4,1143770.0199999998,1069.4718416115497,2150.0,1147500.0,1071.2142642814274,1.0,6,6,0.00020834922790527344,1.7675530475571577e-07,0.00042042276907384047,56.76,1006.3424,31.722900245721544,0.0027506041526794436,5.437423370210583e-07,0.0007373888641829752,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.005034396648406983,5.421419788598315e-06,0.002328394251109188,53.71,520.3059,22.810214817050714,1878.63,592355.6531000001,769.6464468182778,1850.0,587500.0,766.4854858377946,1.0,6,6,0.00011105775833129883,9.98897334000048e-08,0.000316053371125835,53.86,1216.9004000000002,34.884099529728445,0.0027228903770446775,5.617112715924577e-07,0.0007494739966085932,1000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.004205329418182373,4.05016499741464e-06,0.0020125021732695448,37.58,314.68360000000007,17.73932354967348,1756.04,626158.8184,791.3019767446559,1720.0,621600.0,788.416133777081,1.0,6,6,0.00011537075042724609,9.985621034047659e-08,0.00031600033281703455,49.3,1755.87,41.903102510434714,0.0024283313751220703,4.2441121163392377e-07,0.0006514685039462182,1000.0,0.0,0.0
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.005789036750793457,1.2494799667570078e-05,0.0035347983913612494,43.02,372.4596000000001,19.29921241916364,2022.04,732757.4584000002,856.0125340203847,1980.0,739600.0,860.0,1.0,6,6,0.00010012865066528321,9.02645484245568e-08,0.00030044059050760236,43.66,1046.3244,32.34693803128822,0.002975773811340332,4.755384737222812e-06,0.0021806844653050592,1000.0,0.0,0.0
Model-free Dijkstra,True,False,8.047819137573242e-05,7.450289487564986e-08,0.00027295218422949074,11.0,0.0,0.0,119.0,0.0,0.0,28.0,0.0,0.0,1.0,6,6,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.00018026351928710938,1.4804709926465877e-07,0.00038476889071838795,6.0,0.0,0.0,319.0,0.0,0.0,228.0,0.0,0.0,1.0,6,6,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.00017931222915649415,1.6080365991797404e-07,0.0004010033165922372,7.0,0.0,0.0,357.0,0.0,0.0,266.0,0.0,0.0,1.0,6,6,,,,,,,,,,,,
