Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.3562700915336609,0.00016760887519610038,0.01294638463804086,999.0,0.0,0.0,126594.0,0.0,0.0,0.0,0.0,0.0,0.0,91,91,0.012009270191192627,2.349621630008869e-06,0.0015328475560240388,4334.0,0.0,0.0,0.16027101516723632,9.197735046600426e-05,0.009590482285370442,57000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.472750198841095,0.0003244669246014098,0.018012965458286144,999.0,0.0,0.0,164879.86,187294.90039999998,432.77580847362526,0.0,0.0,0.0,0.0,91,91,0.009871790409088135,3.488079553255261e-05,0.0059059965740383405,3545.82,4500369.687600001,2121.407477973056,0.18954266786575316,8.870935208535114e-05,0.009418564226321926,66760.0,1162400.0,1078.1465577554843
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.6814083504676819,0.00046549041812779144,0.02157522695425917,999.0,0.0,0.0,242603.2,988514.72,994.2407756675442,0.0,0.0,0.0,0.0,91,91,0.014920618534088135,6.851297787863473e-05,0.00827725666381288,5280.2,7660234.12,2767.7127957936677,0.23349268913269042,0.0002888910373029376,0.01699679491265743,83350.0,3527500.0,1878.1639970992949
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,1.3337733411788941,0.0011967419496648063,0.03459395828269449,999.0,0.0,0.0,486479.24,12294274.2224,3506.319184329915,0.0,0.0,0.0,0.0,91,91,0.027211148738861084,0.00016990781433157167,0.013034869172015946,9904.9,17994279.389999997,4241.966453191255,0.3155935597419739,0.00029371158451687625,0.01713801576953634,116870.0,11573100.0,3401.925925119476
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.9192109274864196,0.049911210413842194,0.2234081699800663,217.73,3614.5171,60.12085411901597,330472.78,5488801480.871601,74086.44599973467,330010.0,5495949900.0,74134.67407360741,1.0,91,91,0.0537185549736023,0.0008569303579911037,0.029273372849589842,19643.18,114667004.5676,10708.268047055975,0.47067787885665896,0.0020555765277787204,0.04533846631480514,171070.0,57205100.0,7563.405317712386
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,4.950971732139587,1.8226364917970017,1.350050551570941,638.23,29972.3971,173.12537971077492,1906889.7,267732981079.63,517429.2039299966,1861656.25,228775850585.9375,478305.185614726,0.96,91,91,0.25437197685241697,0.04706234627368757,0.21693857719107398,98957.3,7234854711.310001,85057.94913651516,4.297803574678849,1.7172388625909494,1.3104346082849572,1653938.775510204,251820955435.23532,501817.6515779764
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,4.9173124980926515,0.9128414929705383,0.9554273875970577,600.14,13651.840399999997,116.84109037491903,1793988.38,121708492238.0556,348867.44221560087,1793420.0,121888683600.0,349125.5986031388,1.0,91,91,0.16206877470016479,0.02940726708773047,0.17148547194363278,59990.7,3868806630.59,62199.73175657593,4.817486410140991,0.9428485338471198,0.9710038794191915,1757340.0,126314084400.0,355406.9279009626
Model-free Dijkstra,True,False,0.0018813252449035645,7.072766918270192e-07,0.0008409974386566341,306.0,0.0,0.0,3006.0,0.0,0.0,867.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.028129234313964843,1.4809758375031378e-05,0.0038483448877447792,68.0,0.0,0.0,61435.0,0.0,0.0,59296.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.04412634134292603,3.8432780359352136e-05,0.006199417743574967,103.0,0.0,0.0,91955.0,0.0,0.0,89816.0,0.0,0.0,1.0,91,91,,,,,,,,,,,,
