Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.10508984327316284,5.7671220552464317e-05,0.007594157000777922,999.0,0.0,0.0,32774.0,0.0,0.0,0.0,0.0,0.0,0.0,18,18,0.006867513656616211,2.5078682612274856e-06,0.0015836250380779806,2131.0,0.0,0.0,0.057662372589111326,3.799973880004472e-05,0.0061643928168185974,18000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.14480189800262452,8.603225077124537e-05,0.009275357177556311,999.0,0.0,0.0,45220.24,73032.10240000002,270.2445233487628,0.0,0.0,0.0,0.0,18,18,0.012669603824615478,9.140499523772403e-06,0.0030233259043266248,3996.6,423604.55999999994,650.8491069364695,0.06390925407409669,3.2315174528002894e-05,0.00568464374679741,20130.0,173100.0,416.0528812542944
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.21474102020263672,0.00013734749160139475,0.011719534615393,999.0,0.0,0.0,72208.04,477348.83839999995,690.9043627015246,0.0,0.0,0.0,0.0,18,18,0.015394561290740967,1.397313054264373e-05,0.0037380650800439164,5347.48,922162.8096,960.293085260953,0.07394277572631835,4.926391396279541e-05,0.007018825682604991,24830.0,381100.0,617.3329733620261
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.5189614152908325,0.0005737050015555042,0.023952139811622346,999.0,0.0,0.0,180499.62,5800392.355599999,2408.4003727785794,0.0,0.0,0.0,0.0,18,18,0.018096914291381837,2.891963902688985e-05,0.005377698301958734,6323.22,1956867.5115999999,1398.880806788055,0.09978808879852295,9.367084937841811e-05,0.009678370181927229,34680.0,1317600.0,1147.8675881825395
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.8128714346885682,0.026152231385732538,0.16171651550083727,522.01,11240.9899,106.02353465151027,292339.72,3250367944.241599,57011.99824810212,292030.0,3253509100.0,57039.53979477745,1.0,18,18,0.013354592323303223,4.170494065485854e-05,0.006457936253545597,4695.36,4674378.9904,2162.031218646021,0.13337687015533448,0.00010250671096403039,0.010124559791123285,48100.0,5050000.0,2247.220505424423
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.3552253818511963,0.0010677854276424567,0.03267698620807091,101.24,118.6224,10.891391095723264,134494.12,121840500.7656,11038.13846468688,134040.0,122158400.0,11052.529122332136,1.0,18,18,0.003628726005554199,9.55278086846647e-06,0.0030907573292748933,1344.62,1269095.4156,1126.5413510386559,0.18099094152450562,0.0003718947509940507,0.01928457287559283,68260.0,35732400.0,5977.658404425599
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.3686364650726318,0.0009139199687740527,0.030231109287852023,105.93,100.34509999999999,10.017240138880569,136706.64,106009922.15039998,10296.111991931712,136330.0,105661100.0,10279.158525871659,1.0,18,18,0.0038170385360717773,1.254307531823997e-05,0.003541620436783136,1359.08,1212769.9936000002,1101.2583682315428,0.18814487934112548,0.0003508374377933934,0.018730655028412473,69530.0,37449100.0,6119.566978144777
Model-free Dijkstra,True,False,0.002937211990356445,1.0531275567245758e-06,0.0010262200332894383,279.0,0.0,0.0,5368.0,0.0,0.0,1074.0,0.0,0.0,1.0,18,18,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.013660109043121338,2.987096931263978e-06,0.0017283219987212967,18.0,0.0,0.0,31654.0,0.0,0.0,27360.0,0.0,0.0,1.0,18,18,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.020612399578094482,7.3408951244061896e-06,0.0027094086300161867,29.0,0.0,0.0,48374.0,0.0,0.0,44080.0,0.0,0.0,1.0,18,18,,,,,,,,,,,,
