Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Shortest Path,Longest Path
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,0.01633453369140625,4.721105828290698e-05,0.006871030365447891,136.0,2452.6666666666665,49.52440475832765,4030.3333333333335,1965537.5555555557,1401.9763034928785,4000.0,2000000.0,1414.213562373095,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,210.7038357257843,5.03534803713607,2.243958118400624,999999.0,0.0,0.0,53163111.0,2554749634.6666665,50544.53120434165,0.0,0.0,0.0,11,13
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,171.63235139846802,75.37621443998626,8.681947617901542,999999.0,0.0,0.0,40688367.333333336,189201624.22222224,13755.05813227346,0.0,0.0,0.0,8,13
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,14.502066532770792,29.272392525661164,5.4103967068655106,102759.66666666667,1479693961.5555553,38466.790372418065,3316025.6666666665,1532965939728.2224,1238130.0172955273,3316000.0,1533008666666.6667,1238147.271800357,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.011665980021158854,8.907744333757565e-07,0.000943808472824734,106.33333333333333,10.888888888888888,3.2998316455372216,3005.6666666666665,14.888888888888891,3.8586123009300755,3000.0,0.0,0.0,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.00966660181681315,9.561271377202096e-06,0.0030921305562996684,71.66666666666667,709.5555555555557,26.637484032009397,2031.3333333333333,665689.5555555556,815.8980056082719,2000.0,666666.6666666666,816.496580927726,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.010666529337565104,3.9279512495543e-05,0.006267336954045394,71.33333333333333,1257.5555555555557,35.46202977207531,2347.3333333333335,1550350.222222222,1245.1306044838116,2333.3333333333335,1555555.5555555553,1247.219128924647,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,239.17399525642395,18.774078960569835,4.332906525713407,999999.0,0.0,0.0,54263441.0,1168774712.0,34187.347250115796,0.0,0.0,0.0,12,21
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,164.83510756492615,0.20475030336653313,0.45249342908658147,999999.0,0.0,0.0,41592997.666666664,1619530738.888889,40243.393729765005,0.0,0.0,0.0,8,17
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,1.4036744435628254,0.21861710728695824,0.4675650834771115,10680.333333333334,14974234.88888889,3869.6556550795176,346704.6666666667,16353960706.888891,127882.60517712677,346666.6666666667,16353555555.555555,127881.02109208996,6,8
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.007333676020304362,5.680960245829031e-06,0.0023834765041487256,53.0,266.0,16.30950643030009,1675.0,218462.0,467.3991869911628,1666.6666666666667,222222.22222222225,471.4045207910317,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.008668343226114908,1.3566256269667874e-05,0.0036832399147581837,78.66666666666667,1640.222222222222,40.49965706301995,2353.3333333333335,1590426.888888889,1261.121282386785,2333.3333333333335,1555555.5555555553,1247.219128924647,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.007010857264200847,1.771008117480556e-05,0.004208334727039373,53.333333333333336,534.2222222222222,23.11324776447962,1675.0,887122.6666666666,941.871895040226,1666.6666666666667,888888.8888888889,942.8090415820634,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,218.42451445261636,0.17050326224255563,0.4129204066676236,999999.0,0.0,0.0,54369853.666666664,359811333.5555556,18968.693512088692,0.0,0.0,0.0,13,26
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,175.04729477564493,52.0676909950061,7.215794550498656,999999.0,0.0,0.0,41636393.0,379372168.6666667,19477.47849868321,0.0,0.0,0.0,6,11
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.15166274706522623,0.004626953764285544,0.06802171538770206,1084.3333333333333,170446.8888888889,412.852139256767,35676.666666666664,188170949.55555558,13717.54167318458,35666.666666666664,188222222.22222224,13719.410418171119,6,10
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.004992882410685222,1.9723090013536016e-06,0.0014043891915539659,43.0,242.66666666666666,15.57776192739723,1350.3333333333333,217581.55555555553,466.45638119287804,1333.3333333333333,222222.22222222225,471.4045207910317,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.006001710891723633,2.005435855304919e-06,0.0014161341233459913,43.666666666666664,321.5555555555556,17.93197020841702,1355.6666666666667,241050.8888888889,490.9693359965456,1333.3333333333333,222222.22222222225,471.4045207910317,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.012665351231892904,3.8211173748297566e-05,0.006181518725062439,92.0,1880.6666666666667,43.36665385600631,3013.6666666666665,1979414.888888889,1406.9168024047794,3000.0,2000000.0,1414.213562373095,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,238.02382413546243,3.265847572833776,1.8071656185401979,999999.0,0.0,0.0,54300424.666666664,2536072229.555556,50359.430393478004,0.0,0.0,0.0,16,89
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,223.68464477856955,791.3869216221461,28.13160005442538,999999.0,0.0,0.0,41687178.0,424547528.6666667,20604.55116392169,0.0,0.0,0.0,8,12
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.391346534093221,0.06532076421904599,0.2555792718884808,2824.6666666666665,3529605.5555555555,1878.724449075903,92015.66666666667,3750885440.888889,61244.472737455166,92000.0,3752000000.0,61253.57132445422,6,8
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.008664290110270182,1.3688912998885726e-05,0.003699853105041567,59.666666666666664,688.2222222222222,26.23398982660133,2061.0,633426.0,795.8806443179781,2000.0,666666.6666666666,816.496580927726,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.01000833511352539,4.667322211086382e-06,0.0021603986231911883,68.33333333333333,124.22222222222223,11.14550233153366,2345.3333333333335,218370.8888888889,467.3017107703426,2333.3333333333335,222222.22222222225,471.4045207910317,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.007318973541259766,1.586872792813665e-05,0.003983557195288734,50.666666666666664,900.2222222222222,30.00370347510824,1683.0,875392.6666666666,935.6242123131843,1666.6666666666667,888888.8888888889,942.8090415820634,6,6
