Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Shortest Path,Longest Path
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.05, gamma = 1,epsilon = 0.9)",TRUE,0.2034722876548767,0.000736289,0.027134647506568563,999,0,0,47694.29,1214780.6659000001,1102.1708877937215,70000,0,0,6,32
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.05, gamma = 1,epsilon = 0.9)",TRUE,0.072560813,0.000591752,0.024325962596000582,466.13,20920.5931,144.63952813805776,17818.79,29228978.05,5406.3830835319095,17790,29245900,5407.947854778187,6,18
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.05, gamma = 1,epsilon = 0.9)",TRUE,0.038511838912963864,0.000265148,0.016283376801272422,296.06,13946.676400000004,118.09604735129794,9482.02,13297364.739599997,3646.555188064483,9460,13288400,3645.3257741935768,6,11
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1,epsilon = 0.9)",TRUE,0.025889752,0.000238945,0.015457844442984854,216.81,12796.373899999999,113.12105860537197,6452.5,10096803.69,3177.546803746563,6430,10105100,3178.8519940380993,6,6404
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1,epsilon = 0.9)",TRUE,0.026174800395965578,0.000170752,0.013067229381967393,225.19,11572.313900000001,107.57468986708723,6651.76,8986979.922,2997.8292016724367,6630,8993100,2998.8497794987998,6,7
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.05, gamma = 1,epsilon = 0.9)",TRUE,0.028499321937561037,0.00022984,0.015160476,230.27,12600.7971,112.25327211266493,6820.45,10000106.13,3162.2944403549773,6800,9980000,3159.113799786263,6,8
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.1, gamma = 1,epsilon = 0.9)",TRUE,0.20207783937454224,0.000553369,0.023523789308276748,999,0,0,48027.54,1175250.6484000003,1084.089778754509,70000,0,0,6,50
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.1, gamma = 1,epsilon = 0.9)",TRUE,0.16052318572998048,0.000364094,0.019081244972093975,999,0,0,38055.63,703328.8131000001,838.6470134090982,70000,0,0,6,21
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.1, gamma = 1,epsilon = 0.9)",TRUE,0.047315430641174314,0.000182791,0.013520034847528768,374.97,9231.089100000001,96.07855692088637,11950.49,9361884.25,3059.719635832669,11930,9365100,3060.245088224144,6,10
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1,epsilon = 0.9)",TRUE,0.036123645,0.000159214,0.012617983,304.92,6974.9936,83.51642712664378,8770.02,5423699.64,2328.883775459823,8750,5427500,2329.699551444349,6,8
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1,epsilon = 0.9)",TRUE,0.035808086,0.000126791,0.011260141970326829,302.82,6532.9476,80.82665155,8781.57,5678242.785,2382.9063735489062,8760,5682400,2383.778513201258,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.1, gamma = 1,epsilon = 0.9)",TRUE,0.035977798,0.000141999,0.011916334221670252,304.27,4862.1170999999995,69.72888282483808,8822.43,3919606.6450999994,1979.7996477169097,8800,3900000,1974.841766,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.3, gamma = 1,epsilon = 0.9)",TRUE,0.21161426544189454,0.000637038,0.025239603,999,0,0,50031.27,1270548.2770999998,1127.1859993364005,70000,0,0,6,64
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.3, gamma = 1,epsilon = 0.9)",TRUE,0.16230440139770508,0.000403057,0.02007627,999,0,0,38673.61,740616.1779,860.5905983102534,70000,0,0,6,51
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.3, gamma = 1,epsilon = 0.9)",TRUE,0.12677818298339844,0.000192408,0.013871124620575942,999,0,0,31850.1,545894.05,738.8464319464499,70000,0,0,6,10
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.3, gamma = 1,epsilon = 0.9)",TRUE,0.018571538925170897,4.636654692817501e-05,0.006809299,169.93,2295.1851000000006,47.90809013,4921.06,1848930.056,1359.753674898509,4900,1850000,1360.1470508735442,6,7
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.3, gamma = 1,epsilon = 0.9)",TRUE,0.019259860515594484,5.232082896815768e-05,0.007233314,178.26,2975.7524,54.55045737663434,5191.71,2376696.586,1541.6538476259836,5170,2381100,1543.0813329180028,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.3, gamma = 1,epsilon = 0.9)",TRUE,0.018823158740997315,4.660019721924868e-05,0.006826434,167.05,2122.4674999999997,46.07024527827044,4818.46,1719087.788,1311.1398813246433,4800,1720000,1311.487705,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.5, gamma = 1,epsilon = 0.9)",TRUE,0.204923677,0.000235099,0.015332952362049889,999,0,0,51689.07,1654366.0051000002,1286.2216003084384,70000,0,0,6,90
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.5, gamma = 1,epsilon = 0.9)",TRUE,0.15735589742660522,0.000177816,0.013334771052217897,999,0,0,39613.72,918667.0016000001,958.4711793267443,70000,0,0,6,619
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.5, gamma = 1,epsilon = 0.9)",TRUE,0.12710648775100708,0.000144224,0.012009324298281126,999,0,0,32156.4,528633.2600000001,727.0717021037198,70000,0,0,6,12
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1,epsilon = 0.9)",TRUE,0.014608790874481201,3.7084587043290185e-05,0.006089712,122.47,1699.5691,41.22583049497002,3610.64,1468792.01,1211.9372963977962,3590,1461900,1209.0905673273612,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1,epsilon = 0.9)",TRUE,0.014638440608978271,5.253417965520271e-05,0.007248047,126.74,2093.0724,45.750108196593374,3749.77,1961727.0570999999,1400.6166702920539,3730,1957100,1398.9639023220006,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.5, gamma = 1,epsilon = 0.9)",TRUE,0.012686972618103027,3.2802067183843065e-05,0.005727309,111.79,1461.4659000000001,38.22912371,3303.85,1277714.5074999996,1130.3603440938643,3280,1281600,1132.0777358467924,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.7, gamma = 1,epsilon = 0.9)",TRUE,0.21024052143096925,0.000185121,0.013605911,999,0,0,53025.47,1607400.4290999996,1267.8329657726997,70000,0,0,8,155
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.7, gamma = 1,epsilon = 0.9)",TRUE,0.15736749172210693,0.000114133,0.010683316794073293,999,0,0,40661.02,626390.9796,791.4486588528658,70000,0,0,6,190
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.7, gamma = 1,epsilon = 0.9)",TRUE,0.12341866731643676,0.000110799,0.010526099401332674,995.47,1233.6290999999999,35.12305652986368,32184.72,1916079.082,1384.2250834311592,210,4365900,2089.473617923902,6,1669
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1,epsilon = 0.9)",TRUE,0.010467593669891357,3.336909572323634e-05,0.005776599,93.39,1320.6379000000002,36.34058199864169,2782.32,1248170.5576000002,1117.2155376649575,2760,1242400,1114.6299834474219,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1,epsilon = 0.9)",TRUE,0.011030986309051513,3.655970431588572e-05,0.006046462,98.65,1276.4674999999997,35.72768534344199,2972.27,1123620.857,1060.0098382090612,2950,1127500,1061.838029079765,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.7, gamma = 1,epsilon = 0.9)",TRUE,0.011346511840820313,4.571048624493415e-05,0.006760953,103.5,2243.79,47.36866052571045,3126.66,2230261.124,1493.4058806633916,3100,2230000,1493.3184523068078,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.9, gamma = 1,epsilon = 0.9)",TRUE,0.22143611907958985,0.000732246,0.027060039184630635,999,0,0,54032.48,1902808.79,1379.423354014278,70000,0,0,6,364
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.9, gamma = 1,epsilon = 0.9)",TRUE,0.16411046266555787,0.00020527,0.014327261141077845,999,0,0,41473.74,1017414.8524000001,1008.6698431102221,70000,0,0,6,160
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.9, gamma = 1,epsilon = 0.9)",TRUE,0.1289471483230591,0.000369222,0.019215154274862176,989.93,8144.225099999993,90.24536054557039,32364.27,9249683.117099999,3041.3291694750833,30,89100,298.4962311,6,95
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1,epsilon = 0.9)",TRUE,0.010815613269805908,3.9414222164231204e-05,0.006278075,81.67,1456.8211,38.168325873687465,2535.49,1348912.0498999998,1161.4267303192223,2510,1349900,1161.8519699169942,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1,epsilon = 0.9)",TRUE,0.009906874,3.6687148966984753e-05,0.006056992,75.73,1315.8570999999997,36.27474465795727,2354.58,1306920.964,1143.2064396249698,2330,1301100,1140.6577050105786,6,7
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.9, gamma = 1,epsilon = 0.9)",TRUE,0.00907052,3.851958953587201e-05,0.006206415,72.88,1274.6256,35.70189910915104,2283.07,1356622.505,1164.7413897943181,2260,1352400,1162.9273408085305,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.99, gamma = 1,epsilon = 0.9)",TRUE,0.2199416661262512,0.000442721,0.021040941,999,0,0,54175.52,2104524.87,1450.6980628649092,70000,0,0,6,172
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.99, gamma = 1,epsilon = 0.9)",TRUE,0.16292784452438355,0.000155728,0.012479109587565622,999,0,0,41785.66,907369.8443999997,952.5596277,70000,0,0,6,62
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.99, gamma = 1,epsilon = 0.9)",TRUE,0.094391565,0.001988147,0.044588638,724.87,111022.11309999999,333.1998095737751,23602.37,116287223.9,10783.655404040876,8030,103729100,10184.748401408844,6,114
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1,epsilon = 0.9)",TRUE,0.008225968,3.4016209969303196e-05,0.005832342,60.7,1093.85,33.07340321164425,1937.58,1118355.744,1057.5234009703993,1910,1121900,1059.197809665409,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1,epsilon = 0.9)",TRUE,0.006564734,3.2439409587249194e-05,0.005695561,56.17,966.0211,31.080879974672534,1803.86,1077617.36,1038.0835035776265,1780,1071600,1035.1811435686027,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.99, gamma = 1,epsilon = 0.9)",TRUE,0.00723526,4.120039825156709e-05,0.006418754,58.03,1214.4690999999998,34.84923385097583,1886.3,1325469.7899999998,1151.2904889731349,1860,1320400,1149.086593777858,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.999, gamma = 1,epsilon = 0.9)",TRUE,0.21806127309799195,0.000232772,0.015256864767549186,999,0,0,54501.16,2051137.574,1432.179309444177,70000,0,0,7,134
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.999, gamma = 1,epsilon = 0.9)",TRUE,0.16391110181808471,0.000167579,0.012945239431540795,999,0,0,41635.36,858803.0704000002,926.7162836596756,70000,0,0,6,71
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.999, gamma = 1,epsilon = 0.9)",TRUE,0.10293469429016114,0.00142667,0.037771281201222834,809.88,86596.68559999998,294.27314794251953,26402.41,91791220.46189998,9580.773479312616,5890,86237900,9286.436345552582,6,161
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1,epsilon = 0.9)",TRUE,0.006839185,2.835295426255016e-05,0.005324749,54.05,1263.7475,35.54922643321511,1774.17,1268927.6010999999,1126.4668664013159,1750,1267500,1125.8330249197702,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1,epsilon = 0.9)",TRUE,0.008146315,3.785945083709521e-05,0.006153003,59.07,1000.6850999999999,31.633607129127718,1931.79,1159608.8658999999,1076.8513666704425,1910,1161900,1077.9146533933008,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.999, gamma = 1,epsilon = 0.9)",TRUE,0.00849396,2.8191046670116293e-05,0.005309524,53.32,833.4576000000001,28.869665741050763,1731.69,886619.3739,941.6046802666181,1710,885900,941.2226091632095,6,6
