Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Shortest Path,Longest Path
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.5)",TRUE,0.032247488,0.000143077,0.011961474804884183,739.33,76696.94109999998,276.9421259035902,7951.3,8701231.409999998,2949.7849769093336,3440,11646400,3412.6822295666498,6,7
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.5)",TRUE,0.039852099,0.000123138,0.011096737359796894,882.92,54715.61359999998,233.91368835534183,9833.24,6987582.982399999,2643.4036737509464,1690,9973900,3158.1481915831628,6,8
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",TRUE,0.14412862777709962,2.6214430313393683e-05,0.005120003,999,0,0,34881.11,546707.5179,739.3967256486872,70000,0,0,7,204
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",TRUE,0.080708883,1.4606490025352058e-05,0.003821844,999,0,0,19641.33,214883.0411,463.5547875925779,70000,0,0,6,260
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",TRUE,0.05116436,6.299536601409273e-06,0.002509888,999,0,0,12497.33,53073.7211,230.37734502333342,70000,0,0,6,73
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",TRUE,0.03117523,0.00017187,0.013109904,692.77,89225.35709999996,298.70613837013786,7528.68,10547074.16,3247.6259263652887,3820,12207600,3493.9376067697604,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",TRUE,0.029714953899383546,0.000188968,0.013746556,651.68,88804.0376,298.00006308724164,7079.73,10231675.557099998,3198.6990413447775,3950,11007500,3317.755265235819,6,8
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.5)",TRUE,0.036627171,0.000211412,0.014540021008714762,768.43,86883.4651,294.7600127222144,8622.09,11042997.701900003,3323.100615675066,3340,14864400,3855.4377183401625,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.5)",TRUE,0.163851159,0.000107981,0.010391374569610893,999,0,0,38380.04,872601.6783999999,934.1315102275481,70000,0,0,6,200
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.5)",TRUE,0.091072438,3.246305585605e-05,0.005697636,999,0,0,21608.34,281155.4644,530.2409493805623,70000,0,0,6,187
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.5)",TRUE,0.054634919,8.065187362740289e-06,0.002839927,999,0,0,12879.57,75665.40509999999,275.0734540081976,70000,0,0,6,136
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.5)",TRUE,0.026601937,0.000246156,0.015689359,567.12,109446.3056,330.82670025256425,6298.4,13329600.98,3650.972607402033,3970,11469100,3386.605970584709,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.5)",TRUE,0.026075689792633056,0.000244426,0.015634118757938464,565.28,116227.40159999998,340.92140091229237,6289.8,14202924.06,3768.676698789643,3180,9167600,3027.8044851013747,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.5)",TRUE,0.032358441,0.000240077,0.015494402790068282,694.18,109491.34760000002,330.8947681665578,7858.55,13981870.05,3739.233885102669,3100,12250000,3500,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.5)",TRUE,0.16618674516677856,9.25362527276036e-05,0.009619577,999,0,0,39359.22,1262079.2515999998,1123.4230065295974,70000,0,0,6,230
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.5)",TRUE,0.090828345,2.3559252093372157e-05,0.004853787,999,0,0,22015.58,313039.72359999997,559.4995295797844,70000,0,0,6,146
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.5)",TRUE,0.052910521030426025,2.2142116173080242e-05,0.004705541,990.46,4967.568400000002,70.48097899433579,12796.24,866771.0423999999,931.0053933248722,150,1347500,1160.818677,6,341
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.5)",TRUE,0.019439933300018312,0.000219295,0.014808606025401698,415.33,103279.80110000003,321.3717490695161,4695.82,12884011.167599998,3589.4304795607895,3340,8524400,2919.657514,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.5)",TRUE,0.017479400634765625,0.000202746,0.014238902,371.59,97609.64190000002,312.4254181400739,4214.77,12019177.917099996,3466.8686039566014,2980,7139600,2672.0029940102986,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.5)",TRUE,0.023517361,0.000287617,0.016959281888765637,500.37,136776.6731,369.8333044764898,5708.13,17337463.833100006,4163.828026359879,2990,10269900,3204.6684695924478,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.5)",TRUE,0.16360626697540284,5.398273666080513e-05,0.007347295,999,0,0,39390.79,1267942.4859000002,1126.0295226591531,70000,0,0,6,355
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.5)",TRUE,0.09040396,1.5303481379413597e-05,0.003911966,999,0,0,22031.1,298649.73,546.4885451681489,70000,0,0,6,151
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.5)",TRUE,0.052377141,4.932166959150664e-06,0.002220848,999,0,0,12889.26,73813.43239999999,271.68627569312366,70000,0,0,6,64
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.5)",TRUE,0.020397387,0.000211447,0.014541227347904346,443.99,100209.9299,316.5595203117417,5043.11,12491138.66,3534.280500738446,3460,8128400,2851.0348998214668,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.5)",TRUE,0.020229952335357668,0.00019891,0.01410354,442.22,100537.1916,317.0760029,5028.98,12637218.059600001,3554.8865044611484,3440,8146400,2854.1899025818166,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.5)",TRUE,0.021185181140899657,0.000221349,0.014877799020657903,458.11,107740.7179,328.2388122998254,5246.76,13820677.8,3717.617221070507,3540,9488400,3080.324658213806,6,6
