Algorithm,Goal reached,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Shortest Path,Longest Path
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.9)",True,0.13626857042312623,0.0005959595999066723,0.02441228379129393,1227.54,29880.228400000004,172.8589841460374,35531.96,28183345.098399997,5308.798837627962,35510.0,28149900.0,5305.64793404161,6,7
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.9)",True,0.1356382656097412,0.0006202183597091334,0.024904183578449895,1237.08,34206.7936,184.9507869677769,35873.17,30076263.521100007,5484.183031327456,35850.0,30067500.0,5483.383991660624,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.05, gamma = 1, epsilon = 0.9)",True,0.12538073539733888,0.00042277104140530356,0.020561396873882466,1144.19,15282.973899999994,123.6243256806685,32521.73,12851406.6171,3584.8858583084625,32500.0,12850000.0,3584.6896657869843,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,10.055043802261352,1.1340517949254723,1.064918679958931,49999.0,0.0,0.0,2394004.38,58340028.1156,7638.064422064009,0.0,0.0,0.0,6,64
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,7.758169555664063,0.45326472751261926,0.6732493798828331,49999.0,0.0,0.0,1894812.61,49789572.6179,7056.172660720541,0.0,0.0,0.0,6,18
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,6.1831531858444215,0.15437321771456594,0.3929035730488665,49999.0,0.0,0.0,1581669.86,27704706.8404,5263.526084327881,0.0,0.0,0.0,6,10
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,0.07518046379089355,0.0004526906673437225,0.021276528554811814,601.31,12390.1339,111.31097834445622,17430.04,10181173.7184,3190.795154565708,17410.0,10181900.0,3190.908961408959,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,0.06435909271240234,0.0002437009736752316,0.015610924818063521,583.76,10506.1424,102.49947512060733,16949.96,9980545.238400001,3159.20009470752,16930.0,9985100.0,3159.9208850855744,6,8
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.1, gamma = 1, epsilon = 0.9)",True,0.06223011016845703,0.00013169740236548933,0.011475948865583592,567.66,9016.284399999999,94.95411734095578,16179.18,7709633.587600002,2776.62269449776,16160.0,7714400.0,2777.480873021451,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,10.348012206554413,0.6587315786753737,0.811622805664906,49999.0,0.0,0.0,2497313.68,84665787.01760001,9201.401361618784,0.0,0.0,0.0,6,47
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,7.943505282402039,0.6576850701569116,0.810977848129597,49999.0,0.0,0.0,1928634.82,26111507.607600003,5109.942035639935,0.0,0.0,0.0,6,21
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,6.510180201530456,0.4489307094417256,0.6700229171018895,49999.0,0.0,0.0,1593593.4,23461974.84,4843.756273802389,0.0,0.0,0.0,6,10
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,0.02807561159133911,0.00013496413371782978,0.011617406497055605,203.72,3092.3816,55.60918629147526,5923.38,2710187.1556,1646.2646067992837,5900.0,2710000.0,1646.2077633154329,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,0.0260394287109375,8.078265513981931e-05,0.008987917174730712,210.31,4070.8139000000006,63.8029301834955,6131.18,3406546.0875999997,1845.6830951168188,6110.0,3397900.0,1843.3393610510248,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.3, gamma = 1, epsilon = 0.9)",True,0.024977750778198242,7.633558066809201e-05,0.008737023558860992,196.54,2335.4484,48.32647721487673,5674.01,1886694.1499,1373.5698562140915,5650.0,1887500.0,1373.8631664034085,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,11.079106512069702,1.1529171205123137,1.0737397824949553,49999.0,0.0,0.0,2585733.59,94840300.06189996,9738.598464969175,0.0,0.0,0.0,7,105
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,8.072655920982362,0.44412094869214,0.6664240006873552,49999.0,0.0,0.0,1976488.81,47309312.973900005,6878.1765733295915,0.0,0.0,0.0,6,119
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,6.465701098442078,0.7666851884511605,0.8756056123913097,49999.0,0.0,0.0,1601132.71,22135768.245899998,4704.866442939693,0.0,0.0,0.0,6,16
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,0.014579963684082032,4.644169490120475e-05,0.006814814370267524,125.55,2147.4475,46.34055998798461,3668.15,1889694.4075,1374.6615610760343,3650.0,1887500.0,1373.8631664034085,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,0.014812192916870116,4.013864615071725e-05,0.006335506779312706,129.76,1734.9824000000006,41.653119931164824,3771.35,1594973.2075,1262.9224867346372,3750.0,1587500.0,1259.9603168354154,6,8
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.5, gamma = 1, epsilon = 0.9)",True,0.013725960254669189,2.6085204935242247e-05,0.005107367710987945,118.53,1320.8891,36.344038025513896,3470.81,1056193.6539,1027.7128265717033,3450.0,1047500.0,1023.474474522936,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,10.869339072704316,0.5150639706008694,0.7176795737659456,49999.0,0.0,0.0,2657345.17,96507204.2811,9823.808033603873,0.0,0.0,0.0,6,170
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,8.503354406356811,0.7638255665251643,0.8739711474214491,49999.0,0.0,0.0,2033318.36,49121223.9304,7008.653503377093,0.0,0.0,0.0,6,130
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,6.542732484340668,1.8704760773034295,1.3676534931419688,47986.57,71197479.5051,8437.859888923256,1550715.46,74434197449.6284,272826.3137045773,48010.0,48728069900.0,220744.3541746878,6,330
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.010310978889465331,2.6028202208613032e-05,0.005101784218154766,90.72,1231.6216000000002,35.09446680033763,2692.55,1109132.7675,1053.1537245340778,2670.0,1101100.0,1049.3331215586402,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.01077967643737793,3.5537812883740126e-05,0.005961359986088755,89.34,1297.6043999999997,36.02227644111348,2674.04,1195797.4183999998,1093.5252253148985,2650.0,1187500.0,1089.7247358851685,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.7, gamma = 1, epsilon = 0.9)",True,0.010674595832824707,2.6083690949576523e-05,0.00510721949298995,88.95,1255.5674999999999,35.43398792120356,2671.84,1251279.4544,1118.6060318092334,2650.0,1247500.0,1116.915395184434,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,11.072996690273285,0.7087036668008211,0.8418453936447126,49999.0,0.0,0.0,2711233.05,67885866.4875,8239.287984255678,0.0,0.0,0.0,7,282
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,8.962797482013702,0.7655018848602003,0.8749296456631244,49999.0,0.0,0.0,2078585.55,48017766.18749999,6929.485275797907,0.0,0.0,0.0,6,251
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,1.654439308643341,2.4140060670566537,1.5537072011986859,12717.21,142353846.0459,11931.21310034734,413667.29,150201653438.5259,387558.58065397793,381190.0,123335693900.0,351191.81923843274,6,11
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.011086022853851319,4.280423253632649e-05,0.006542494366549083,78.37,1348.4331000000002,36.72101714277534,2426.68,1322108.3776,1149.8297167841854,2400.0,1320000.0,1148.9125293076058,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.009906306266784667,4.320042302972524e-05,0.006572702870944741,71.18,1103.9276,33.22540594183914,2248.01,1220681.1299,1104.84439171315,2230.0,1217100.0,1103.2225523438142,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.9, gamma = 1, epsilon = 0.9)",True,0.00990304708480835,6.11037676445619e-05,0.00781688989589606,71.88,1983.2856000000006,44.534094803869095,2252.02,2232370.1196,1494.111816297562,2230.0,2237100.0,1495.6938189348782,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,11.253863689899445,0.8839910833049481,0.9402080000217761,49999.0,0.0,0.0,2717328.8,107770266.69999999,10381.245912702385,0.0,0.0,0.0,7,502
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,8.745817909240722,0.961167676169176,0.9803915932774903,49629.56,13512105.446399998,3675.8815876466965,2067840.51,23206230080.30989,152335.911985027,5540.0,3038468400.0,55122.304015706744,6,456
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.2033313059806824,0.04053904673049338,0.20134310698529856,1641.77,2691933.7970999996,1640.7113692237278,53650.85,2861399446.487499,53492.05031112099,53630.0,2861473100.0,53492.73875957372,6,10
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.007330067157745361,2.0007948170876947e-05,0.004473024499248461,58.43,892.5850999999998,29.876162738879298,1904.71,977590.6258999999,988.731827089631,1880.0,985600.0,992.7738916792686,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.007332866191864014,2.6098763039334472e-05,0.005108694846957926,57.55,840.9275000000001,28.998749973059187,1825.7,884370.23,940.4096075647037,1800.0,880000.0,938.083151964686,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.99, gamma = 1, epsilon = 0.9)",True,0.0071265935897827145,3.3362880330400906e-05,0.005776060970107648,54.31,1056.8139,32.50867422704285,1751.01,1267266.6698999999,1125.729394614887,1730.0,1257100.0,1121.20470923021,6,6
"Stochastic-problem (0.5 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,10.804027280807496,0.17006797468338813,0.41239298573495176,49999.0,0.0,0.0,2718844.55,99624657.0075,9981.215206952507,0.0,0.0,0.0,6,212
"Stochastic-problem (0.7 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,8.705305528640746,0.922150595698747,0.9602867257745193,49622.18,11775701.127600007,3431.574147180854,2066844.57,20232920540.845097,142242.47094607537,26090.0,41661321900.0,204111.05286093647,6,166
"Stochastic-problem (0.9 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.17754004240036012,0.026477253968894384,0.16271832708362752,1269.99,1266030.9298999999,1125.1803988250063,41426.66,1321752995.8844001,36355.92105674673,41400.0,1321440000.0,36351.61619515699,6,10
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.008422050476074219,3.5176375637911405e-05,0.005930967512801887,58.97,1029.7091,32.08908069733379,1949.27,1139284.0570999999,1067.3725015663463,1920.0,1133600.0,1064.7065323364932,6,6
"Stochastic-problem (0.999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.00892939805984497,4.8369214925850206e-05,0.006954797978794941,62.3,1350.77,36.752823020823854,2051.83,1511037.9211,1229.2428243028307,2030.0,1509100.0,1228.4543133547947,6,6
"Stochastic-problem (0.9999 success) Q-learning (converging, alpha = 0.999, gamma = 1, epsilon = 0.9)",True,0.00877511978149414,4.22126809558904e-05,0.006497128670104233,61.32,1424.2176000000004,37.73880761232395,2052.13,1624473.5531000001,1274.5483722087602,2020.0,1619600.0,1272.6350615946426,6,6
