Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.1565973448753357,2.268043334260028e-06,0.001506002435011321,999.0,0.0,0.0,48008.0,0.0,0.0,0.0,0.0,0.0,0.0,32,32,0.0052097272872924805,2.77403885320382e-09,5.2669145172518416e-05,1589.0,0.0,0.0,0.08140443563461304,8.460494727557945e-07,0.0009198094763350693,25000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.20259325504302977,3.2438164993209285e-06,0.0018010598266911982,999.0,0.0,0.0,61791.65,87721.5275,296.17820227018734,0.0,0.0,0.0,0.0,32,32,0.014141938686370849,1.097660890547445e-05,0.003313096573520677,4326.24,1029494.0623999999,1014.6398683276741,0.09924973964691162,4.226477924680694e-06,0.0020558399559986898,30430.0,325100.0,570.1754116059373
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.28373687982559204,9.818215869307777e-06,0.003133403240776357,999.0,0.0,0.0,89191.54,312144.8884,558.6992826199081,0.0,0.0,0.0,0.0,32,32,0.017301604747772217,1.3680528212142914e-05,0.003698719807195851,5471.46,1378040.6284,1173.8997522787029,0.12264115810394287,2.050382646928028e-05,0.004528115112194067,38800.0,1880000.0,1371.1309200802089
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.5547412157058715,5.131248599980153e-05,0.007163273413726544,999.0,0.0,0.0,180566.14,4464949.7204,2113.0427635047995,0.0,0.0,0.0,0.0,32,32,0.01925727128982544,2.749974946752332e-05,0.005244020353461962,6319.18,2953088.4076,1718.4552387536896,0.1716712236404419,0.0001943258530678804,0.013940080812817422,56370.0,19813100.0,4451.190851895703
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.8734975481033325,0.09016985681318104,0.30028296124352616,546.8,42869.44000000001,207.04936609417572,291367.78,9889912834.8116,99448.04087970562,282333.3333333333,8402888888.888888,91667.27272526923,0.96,32,32,0.014770400524139405,7.428756488408795e-05,0.00861902342983751,4960.48,8339349.889600001,2887.7932560347876,0.24682668924331666,0.0011698878836217035,0.03420362383756586,83060.0,127596400.0,11295.857647828252
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5174941182136535,0.021378479379358592,0.1462138139142762,99.73,698.5570999999999,26.430230797327514,181917.41,2599515268.3219,50985.44172920247,181430.0,2599885100.0,50989.06843628348,1.0,32,32,0.005976836681365966,2.7010877589708573e-05,0.005197199013863965,2092.36,3356646.1503999997,1832.1152120977545,0.33822782754898073,0.002109776963020585,0.04593230848782352,119230.0,264697100.0,16269.514436515921
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.5244778418540954,0.020996393710871072,0.1449013240480261,98.5,719.57,26.824801956398485,178409.51,2390789346.6899,48895.69865223218,177970.0,2397669100.0,48965.99942817465,1.0,32,32,0.00634615421295166,3.2397873483773764e-05,0.005691912989828091,2154.8,3852293.4800000004,1962.7260328430966,0.3510649013519287,0.00255071504395878,0.05050460418574509,119700.0,299050000.0,17293.062192682937
Model-free Dijkstra,True,False,0.0022171616554260256,2.2244584258146463e-07,0.00047164164636031094,292.0,0.0,0.0,3986.0,0.0,0.0,1019.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.018773896694183348,2.841525920928234e-07,0.000533059651533319,21.0,0.0,0.0,25647.0,0.0,0.0,22680.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.02698791742324829,3.7020670044398685e-07,0.0006084461360251923,34.0,0.0,0.0,39687.0,0.0,0.0,36720.0,0.0,0.0,1.0,32,32,,,,,,,,,,,,
