Algorithm,Goal reached,Loops encountered,Avg Time,Var Time,STD Time,Avg Iterations,Var Iterations,STD iterations,Avg action count,Var action count,STD action count,Avg convergence action,Var convergence actio ,STD convergence action,Convergence rate,Shortest Path,Longest Path,Avg Time Goal Discovered,Var Time Goal Discovered,STD Time Goal Discovered,Avg Actions Goal Discovered,Var Actions Goal Discovered,STD Actions Goal Discovered,Avg Time Optimal Initial Cost2Go,Var Time Optimal Initial Cost2Go,STD Time Optimal Initial Cost2Go,Avg Actions Optimal Initial Cost2Go,Var Actions Optimal Initial Cost2Go,STD Actions Optimal Initial Cost2Go
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0",True,False,0.13929208517074584,8.78299825188833e-07,0.0009371765176255927,999.0,0.0,0.0,40894.0,0.0,0.0,0.0,0.0,0.0,0.0,28,28,0.003924238681793213,7.639350485533213e-10,2.763937496676293e-05,1127.0,0.0,0.0,0.06877432823181152,2.2317353150356215e-07,0.00047241245909010715,20000.0,0.0,0.0
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.25",True,False,0.18456531286239625,2.405052752527581e-06,0.0015508232499313328,999.0,0.0,0.0,53343.14,52299.4804,228.6907964916822,0.0,0.0,0.0,0.0,28,28,0.007411155700683594,6.411733666618601e-06,0.0025321401356596758,2141.12,534845.9855999999,731.3316522618175,0.08173751354217529,3.065324219710419e-06,0.0017508067339687778,23570.0,245100.0,495.0757517794625
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.5",True,False,0.2656851315498352,6.185632165960443e-06,0.0024870931156594123,999.0,0.0,0.0,79250.96,281513.6984,530.5786448774583,0.0,0.0,0.0,0.0,28,28,0.00956416130065918,9.427199112224116e-06,0.0030703744254120076,2861.38,859005.6556,926.825579923213,0.09839844465255737,6.3475138227829585e-06,0.002519427280709439,29390.0,517900.0,719.6526940128829
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.75",True,False,0.5441659569740296,0.0007959762191164544,0.0282130505106494,984.28,2869.021599999999,53.56324859453541,172628.41,70113488.64189999,8373.379762192802,149777.77777777778,170617283.95061728,13062.05511972053,0.09,28,28,0.011067061424255372,1.3661665521772193e-05,0.003696169033170993,3518.62,1354063.5756,1163.6423744432823,0.13213796138763428,3.395888001657568e-05,0.00582742481861205,42070.0,3165100.0,1779.0727922150909
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 0.9",True,False,0.28438921451568605,0.0014168097548126527,0.03764053340233973,167.94,781.1163999999999,27.94845970711087,92948.47,150988367.36909997,12287.732393289658,92610.0,151197900.0,12296.255527598636,1.0,28,28,0.010219340324401855,4.068665422889808e-05,0.00637860911397603,3342.18,4417838.487599999,2101.8654779980566,0.1822577166557312,0.00015805741727246527,0.0125720888189857,59540.0,16128400.0,4016.017928246835
"cost-based Q-learning true convergence (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.335575544834137,0.0015668401127724963,0.03958333124905604,78.18,87.0076,9.32778644695514,114579.33,182257190.9011,13500.26632704333,114110.0,182617900.0,13513.619056344603,1.0,28,28,0.004524612426757812,1.6334301950564622e-05,0.004041571717854902,1540.36,1937166.6304000001,1391.8213356605797,0.28366574287414553,0.0015680733539017184,0.03959890596849512,96820.0,188167600.0,13717.419582414179
"Fully-random (deterministic with pi) exploration Q-learning (No discounting, no stochastic approximation) w/ term action & term goal, epsilon = 1",True,False,0.3445233249664307,0.0016417588481014264,0.04051862347244075,79.52,99.46959999999997,9.973444740910734,114637.37,177593508.21310002,13326.421433119245,114180.0,179207600.0,13386.844288330241,1.0,28,28,0.004964656829833984,1.751981256356885e-05,0.004185667517083607,1643.48,1956485.5296,1398.7442688354438,0.2924914312362671,0.0015065876873779644,0.038814786968086844,97310.0,163333900.0,12780.215178157212
Model-free Dijkstra,True,False,0.0022397136688232424,2.2590474591197558e-07,0.00047529437816155114,290.0,0.0,0.0,4015.0,0.0,0.0,1037.0,0.0,0.0,1.0,28,28,,,,,,,,,,,,
Model-free Value Iteration,True,False,0.01638303279876709,3.580054569511048e-07,0.0005983355721926491,19.0,0.0,0.0,23308.0,0.0,0.0,20330.0,0.0,0.0,1.0,28,28,,,,,,,,,,,,
Model-free Synchronous Value Iteration,True,False,0.024010806083679198,5.236089268464639e-07,0.0007236082689179718,30.0,0.0,0.0,35078.0,0.0,0.0,32100.0,0.0,0.0,1.0,28,28,,,,,,,,,,,,
